# Source: FAO,,,,
# Notes: Data was processed by Ryna Cui and sent to Kate,,,,
# ,,,,
GCAM_region_ID,GCAM_region_name,GCAM_commod,year,pp_2005usd_tonne
1,USA,Beef,1970,2408.025137
1,USA,Beef,1971,2452.777319
1,USA,Beef,1972,2718.730916
1,USA,Beef,1973,3293.639856
1,USA,Beef,1974,2513.093698
1,USA,Beef,1975,2080.293468
1,USA,Beef,1976,2072.020776
1,USA,Beef,1977,1987.588036
1,USA,Beef,1978,2614.743242
1,USA,Beef,1979,3295.778018
1,USA,Beef,1980,2851.232739
1,USA,Beef,1981,2443.052262
1,USA,Beef,1982,2239.677601
1,USA,Beef,1983,2111.753081
1,USA,Beef,1984,2103.972698
1,USA,Beef,1985,1910.345403
1,USA,Beef,1986,1833.23682
1,USA,Beef,1987,2076.083154
1,USA,Beef,1988,2176.346318
1,USA,Beef,1989,2186.219681
1,USA,Beef,1990,2263.719932
1,USA,Beef,1991,2134.378093
1,USA,Beef,1992,2046.403564
1,USA,Beef,1993,2035.362981
1,USA,Beef,1994,1830.08908
1,USA,Beef,1995,1663.084361
1,USA,Beef,1996,1573.163267
1,USA,Beef,1997,1642.544205
1,USA,Beef,1998,1534.699623
1,USA,Beef,1999,1609.074456
1,USA,Beef,2000,1700.712031
1,USA,Beef,2001,1728.427037
1,USA,Beef,2002,1588.18444
1,USA,Beef,2003,1865.213074
1,USA,Beef,2004,1955.169037
1,USA,Beef,2005,1979.866603
1,USA,Beef,2006,1866.514699
1,USA,Beef,2007,1874.657618
1,USA,Beef,2008,1821.08889
1,USA,Beef,2009,1628.298906
1,USA,Beef,2010,1847.238275
1,USA,Beef,2011,2217.46187
1,USA,Beef,2012,2332.294702
1,USA,Beef,2013,2371.175924
1,USA,Beef,2014,2832.461308
1,USA,Beef,2015,2710.319451
1,USA,Corn,1970,211.1963085
1,USA,Corn,1971,163.211411
1,USA,Corn,1972,227.3948009
1,USA,Corn,1973,350.263247
1,USA,Corn,1974,381.8942004
1,USA,Corn,1975,292.99908
1,USA,Corn,1976,235.0882553
1,USA,Corn,1977,207.9644745
1,USA,Corn,1978,216.4860783
1,USA,Corn,1979,223.9548885
1,USA,Corn,1980,254.6852773
1,USA,Corn,1981,183.7023794
1,USA,Corn,1982,178.3182803
1,USA,Corn,1983,216.1501935
1,USA,Corn,1984,172.2938272
1,USA,Corn,1985,141.2692399
1,USA,Corn,1986,92.84203636
1,USA,Corn,1987,105.8756376
1,USA,Corn,1988,148.252474
1,USA,Corn,1989,132.7143801
1,USA,Corn,1990,123.8509385
1,USA,Corn,1991,123.8594608
1,USA,Corn,1992,105.472458
1,USA,Corn,1993,124.6422893
1,USA,Corn,1994,110.8361655
1,USA,Corn,1995,156.316213
1,USA,Corn,1996,167.9055699
1,USA,Corn,1997,113.197936
1,USA,Corn,1998,88.65289592
1,USA,Corn,1999,82.72106343
1,USA,Corn,2000,82.00395192
1,USA,Corn,2001,85.66834489
1,USA,Corn,2002,98.43531123
1,USA,Corn,2003,100.7529961
1,USA,Corn,2004,83.60625788
1,USA,Corn,2005,79
1,USA,Corn,2006,116.423471
1,USA,Corn,2007,155.9325237
1,USA,Corn,2008,148.2978191
1,USA,Corn,2009,128.7851626
1,USA,Corn,2010,185.3927287
1,USA,Corn,2011,218.1478365
1,USA,Corn,2012,236.9330931
1,USA,Corn,2013,151.4308789
1,USA,Corn,2014,123.4077679
1,USA,Corn,2015,118.7489926
1,USA,Dairy,1970,513.5910229
1,USA,Dairy,1971,502.0708503
1,USA,Dairy,1972,497.4284264
1,USA,Dairy,1973,549.1725777
1,USA,Dairy,1974,587.9038558
1,USA,Dairy,1975,565.1952253
1,USA,Dairy,1976,591.5258239
1,USA,Dairy,1977,560.4213687
1,USA,Dairy,1978,571.0892483
1,USA,Dairy,1979,598.2062841
1,USA,Dairy,1980,595.7150755
1,USA,Dairy,1981,574.912694
1,USA,Dairy,1982,534.9548409
1,USA,Dairy,1983,513.5968765
1,USA,Dairy,1984,491.6006759
1,USA,Dairy,1985,451.5960213
1,USA,Dairy,1986,433.9971801
1,USA,Dairy,1987,424.2083878
1,USA,Dairy,1988,400.7116119
1,USA,Dairy,1989,426.6125154
1,USA,Dairy,1990,416.8547366
1,USA,Dairy,1991,364.6759601
1,USA,Dairy,1992,382.3156885
1,USA,Dairy,1993,364.6078182
1,USA,Dairy,1994,363.2158685
1,USA,Dairy,1995,350.2497005
1,USA,Dairy,1996,391.7164693
1,USA,Dairy,1997,349.8332985
1,USA,Dairy,1998,400.5043619
1,USA,Dairy,1999,365.8244959
1,USA,Dairy,2000,308.3567584
1,USA,Dairy,2001,364.805096
1,USA,Dairy,2002,292.5110025
1,USA,Dairy,2003,295.1177228
1,USA,Dairy,2004,368.3654405
1,USA,Dairy,2005,335.8821171
1,USA,Dairy,2006,278.5949428
1,USA,Dairy,2007,401.1542306
1,USA,Dairy,2008,378.0088835
1,USA,Dairy,2009,263.6401752
1,USA,Dairy,2010,328.5284342
1,USA,Dairy,2011,398.2081744
1,USA,Dairy,2012,358.7823452
1,USA,Dairy,2013,382.1671113
1,USA,Dairy,2014,449.5430866
1,USA,Dairy,2015,318.0561381
1,USA,FiberCrop,1970,922.4118368
1,USA,FiberCrop,1971,1040.186795
1,USA,FiberCrop,1972,964.28753
1,USA,FiberCrop,1973,1558.437944
1,USA,FiberCrop,1974,1448.264291
1,USA,FiberCrop,1975,1460.503158
1,USA,FiberCrop,1976,1691.476601
1,USA,FiberCrop,1977,1293.691003
1,USA,FiberCrop,1978,1367.202018
1,USA,FiberCrop,1979,1371.78582
1,USA,FiberCrop,1980,1467.633668
1,USA,FiberCrop,1981,1058.597028
1,USA,FiberCrop,1982,947.5047969
