Domain Code,Domain,Country Code (FAO),Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","289","Sesame seed","1984","1984","LCU","0.54","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","289","Sesame seed","1985","1985","LCU","2.1","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","289","Sesame seed","1986","1986","LCU","3.6","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","289","Sesame seed","1987","1987","LCU","8.6","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","289","Sesame seed","1988","1988","LCU","86","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","289","Sesame seed","1989","1989","LCU","1000","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","289","Sesame seed","1990","1990","LCU","24000","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1976","1976","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1977","1977","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1978","1978","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1979","1979","LCU","0.07","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1980","1980","LCU","0.12","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1981","1981","LCU","0.27","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1982","1982","LCU","0.44","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1983","1983","LCU","0.87","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1984","1984","LCU","2.93","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1985","1985","LCU","9.34","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1986","1986","LCU","27.2","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1987","1987","LCU","76.73","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1988","1988","LCU","623.36","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1989","1989","LCU","6230","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1185","Silk-worm cocoons, reelable","1990","1990","LCU","173000","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1979","1979","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1980","1980","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1981","1981","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1982","1982","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1983","1983","LCU","0.07","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1984","1984","LCU","0.27","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1985","1985","LCU","0.97","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1986","1986","LCU","2.32","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1987","1987","LCU","4.57","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1988","1988","LCU","30.26","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1989","1989","LCU","470","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","789","Sisal","1990","1990","LCU","8610","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1981","1981","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1982","1982","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1983","1983","LCU","0.06","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1984","1984","LCU","0.14","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1985","1985","LCU","0.44","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1986","1986","LCU","1.29","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1987","1987","LCU","2.3","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1988","1988","LCU","21.75","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1989","1989","LCU","220","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","83","Sorghum","1990","1990","LCU","7310","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1980","1980","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1981","1981","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1982","1982","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1983","1983","LCU","0.12","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1984","1984","LCU","0.36","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1985","1985","LCU","0.96","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1986","1986","LCU","2.08","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1987","1987","LCU","6.25","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1988","1988","LCU","61.32","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1989","1989","LCU","480","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","236","Soybeans","1990","1990","LCU","10510","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","544","Strawberries","1985","1985","LCU","1.5","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","544","Strawberries","1986","1986","LCU","4","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","544","Strawberries","1987","1987","LCU","8.1","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","544","Strawberries","1988","1988","LCU","80","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","544","Strawberries","1989","1989","LCU","900","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","544","Strawberries","1990","1990","LCU","26400","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","156","Sugar cane","1983","1983","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","156","Sugar cane","1984","1984","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","156","Sugar cane","1985","1985","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","156","Sugar cane","1986","1986","LCU","0.1","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","156","Sugar cane","1987","1987","LCU","0.35","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","156","Sugar cane","1988","1988","LCU","2.22","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","156","Sugar cane","1989","1989","LCU","26","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","156","Sugar cane","1990","1990","LCU","749","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","267","Sunflower seed","1985","1985","LCU","0.96","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","267","Sunflower seed","1986","1986","LCU","2.08","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","267","Sunflower seed","1987","1987","LCU","6.2","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","267","Sunflower seed","1988","1988","LCU","62","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","267","Sunflower seed","1989","1989","LCU","800","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","267","Sunflower seed","1990","1990","LCU","13300","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1980","1980","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1981","1981","LCU","0.02","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1982","1982","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1983","1983","LCU","0.06","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1984","1984","LCU","0.16","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1985","1985","LCU","0.52","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1986","1986","LCU","1.51","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1987","1987","LCU","5.1","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1988","1988","LCU","30.84","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1989","1989","LCU","310","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","122","Sweet potatoes","1990","1990","LCU","10224","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","1982","1982","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","1983","1983","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","1984","1984","LCU","0.16","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","1985","1985","LCU","0.5","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","1986","1986","LCU","1.46","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","1987","1987","LCU","3.3","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","1988","1988","LCU","33","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","1989","1989","LCU","200","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","495","Tangerines, mandarins, clementines, satsumas","1990","1990","LCU","16500","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1978","1978","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1979","1979","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1980","1980","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1981","1981","LCU","0.02","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1982","1982","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1983","1983","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1984","1984","LCU","0.13","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1985","1985","LCU","0.43","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1986","1986","LCU","1.25","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1987","1987","LCU","4.65","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1988","1988","LCU","299.06","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1989","1989","LCU","2100","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","667","Tea","1990","1990","LCU","51800","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1976","1976","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1977","1977","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1978","1978","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1979","1979","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1980","1980","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1981","1981","LCU","0.07","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1982","1982","LCU","0.17","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1983","1983","LCU","0.36","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1984","1984","LCU","1.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1985","1985","LCU","4.18","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1986","1986","LCU","12.54","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1987","1987","LCU","17.95","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1988","1988","LCU","222.59","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1989","1989","LCU","2880","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","826","Tobacco, unmanufactured","1990","1990","LCU","84780","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1979","1979","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1980","1980","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1981","1981","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1982","1982","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1983","1983","LCU","0.12","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1984","1984","LCU","0.3","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1985","1985","LCU","1.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1986","1986","LCU","3.6","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1987","1987","LCU","7.38","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1988","1988","LCU","45.31","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1989","1989","LCU","730","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","388","Tomatoes","1990","1990","LCU","24560","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1980","1980","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1981","1981","LCU","0.02","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1982","1982","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1983","1983","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1984","1984","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1985","1985","LCU","0.17","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1986","1986","LCU","0.49","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1987","1987","LCU","1.63","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1988","1988","LCU","8.61","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1989","1989","LCU","110","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","275","Tung nuts","1990","1990","LCU","7278","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","463","Vegetables, fresh nes","1985","1985","LCU","0.5","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","463","Vegetables, fresh nes","1986","1986","LCU","2","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","463","Vegetables, fresh nes","1987","1987","LCU","3.5","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","463","Vegetables, fresh nes","1988","1988","LCU","25","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","463","Vegetables, fresh nes","1989","1989","LCU","350","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","463","Vegetables, fresh nes","1990","1990","LCU","11800","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1973","1973","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1974","1974","LCU","0.01","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1975","1975","LCU","0.01","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1976","1976","LCU","0.01","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1977","1977","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1978","1978","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1979","1979","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1980","1980","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1981","1981","LCU","0.07","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1982","1982","LCU","0.17","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1983","1983","LCU","0.39","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1984","1984","LCU","5.27","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1985","1985","LCU","16.82","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1986","1986","LCU","48.96","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1987","1987","LCU","23.63","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1988","1988","LCU","300.12","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1989","1989","LCU","3000","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","222","Walnuts, with shell","1990","1990","LCU","47068","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1980","1980","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1981","1981","LCU","0.02","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1982","1982","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1983","1983","LCU","0.07","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1984","1984","LCU","0.2","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1985","1985","LCU","0.63","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1986","1986","LCU","1.83","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1987","1987","LCU","4","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1988","1988","LCU","40","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1989","1989","LCU","550","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","567","Watermelons","1990","1990","LCU","15500","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1980","1980","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1981","1981","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1982","1982","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1983","1983","LCU","0.1","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1984","1984","LCU","0.33","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1985","1985","LCU","1.39","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1986","1986","LCU","3.23","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1987","1987","LCU","6.13","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1988","1988","LCU","39.86","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1989","1989","LCU","380","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","15","Wheat","1990","1990","LCU","8500","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","987","Wool, greasy","1973","1973","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","987","Wool, greasy","1974","1974","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","987","Wool, greasy","1975","1975","LCU","0.01","","Official data"
