Domain Code,Domain,Country Code (FAO),Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","486","Bananas","1989","1989","LCU","354","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","486","Bananas","1990","1990","LCU","18539","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1980","1980","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1981","1981","LCU","0.03","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1982","1982","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1983","1983","LCU","0.13","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1984","1984","LCU","0.43","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1985","1985","LCU","1.37","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1986","1986","LCU","3.99","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1987","1987","LCU","10.28","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1988","1988","LCU","74.59","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1989","1989","LCU","740","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","44","Barley","1990","1990","LCU","16432","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1980","1980","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1981","1981","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1982","1982","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1983","1983","LCU","0.2","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1984","1984","LCU","0.59","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1985","1985","LCU","2.41","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1986","1986","LCU","6","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1987","1987","LCU","11","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1988","1988","LCU","53","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1989","1989","LCU","510","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","782","Bastfibres, other","1990","1990","LCU","17320","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1976","1976","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1977","1977","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1978","1978","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1979","1979","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1980","1980","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1981","1981","LCU","0.08","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1982","1982","LCU","0.08","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1983","1983","LCU","0.29","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1984","1984","LCU","0.96","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1985","1985","LCU","2.13","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1986","1986","LCU","6.1","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1987","1987","LCU","15.75","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1988","1988","LCU","113.16","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1989","1989","LCU","1620","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","176","Beans, dry","1990","1990","LCU","39660","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","216","Brazil nuts, with shell","1982","1982","LCU","0.07","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","216","Brazil nuts, with shell","1983","1983","LCU","0.17","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","216","Brazil nuts, with shell","1984","1984","LCU","0.45","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","216","Brazil nuts, with shell","1985","1985","LCU","1.43","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","216","Brazil nuts, with shell","1986","1986","LCU","4.17","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","216","Brazil nuts, with shell","1987","1987","LCU","10.6","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","216","Brazil nuts, with shell","1988","1988","LCU","113","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","216","Brazil nuts, with shell","1989","1989","LCU","1130","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","216","Brazil nuts, with shell","1990","1990","LCU","20000","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1979","1979","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1980","1980","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1981","1981","LCU","0.06","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1982","1982","LCU","0.06","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1983","1983","LCU","0.22","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1984","1984","LCU","0.74","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1985","1985","LCU","1.63","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1986","1986","LCU","4.67","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1987","1987","LCU","14.92","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1988","1988","LCU","98.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1989","1989","LCU","980","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","181","Broad beans, horse beans, dry","1990","1990","LCU","36340","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1981","1981","LCU","0.01","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1982","1982","LCU","0.02","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1983","1983","LCU","0.06","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1984","1984","LCU","0.14","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1985","1985","LCU","0.44","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1986","1986","LCU","1.29","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1987","1987","LCU","2.3","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1988","1988","LCU","21.75","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1989","1989","LCU","220","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","89","Buckwheat","1990","1990","LCU","7300","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1980","1980","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1981","1981","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1982","1982","LCU","0.07","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1983","1983","LCU","0.54","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1984","1984","LCU","1.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1985","1985","LCU","3.33","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1986","1986","LCU","9.68","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1987","1987","LCU","24","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1988","1988","LCU","180","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1989","1989","LCU","2000","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","217","Cashew nuts, with shell","1990","1990","LCU","45136","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1981","1981","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1982","1982","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1983","1983","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1984","1984","LCU","0.08","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1985","1985","LCU","0.21","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1986","1986","LCU","0.42","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1987","1987","LCU","1.18","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1988","1988","LCU","11.95","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1989","1989","LCU","118","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","125","Cassava","1990","1990","LCU","2805","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1979","1979","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1980","1980","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1981","1981","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1982","1982","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1983","1983","LCU","0.19","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1984","1984","LCU","0.61","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1985","1985","LCU","0.86","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1986","1986","LCU","2.11","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1987","1987","LCU","7.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1988","1988","LCU","53.46","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1989","1989","LCU","700","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","265","Castor oil seed","1990","1990","LCU","11680","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1975","1975","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1976","1976","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1977","1977","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1978","1978","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1979","1979","LCU","0.05","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1980","1980","LCU","0.08","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1981","1981","LCU","0.13","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1982","1982","LCU","0.2","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1983","1983","LCU","0.78","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1984","1984","LCU","3.09","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1985","1985","LCU","15.77","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1986","1986","LCU","18.29","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1987","1987","LCU","51.93","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1988","1988","LCU","305.11","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1989","1989","LCU","2242","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","661","Cocoa, beans","1990","1990","LCU","55375","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1981","1981","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1982","1982","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1983","1983","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1984","1984","LCU","0.14","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1985","1985","LCU","0.58","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1986","1986","LCU","0.99","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1987","1987","LCU","2.51","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1988","1988","LCU","20.53","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1989","1989","LCU","643","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","249","Coconuts","1990","1990","LCU","17545","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1976","1976","LCU","0.02","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1977","1977","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1978","1978","LCU","0.03","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1979","1979","LCU","0.04","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1980","1980","LCU","0.08","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1981","1981","LCU","0.11","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1982","1982","LCU","0.13","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1983","1983","LCU","0.32","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1984","1984","LCU","1.13","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1985","1985","LCU","5.78","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1986","1986","LCU","21.88","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1987","1987","LCU","18.13","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1988","1988","LCU","128.47","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1989","1989","LCU","1340","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","656","Coffee, green","1990","1990","LCU","33720","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","767","Cotton lint","1983","1983","LCU","0.58","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","767","Cotton lint","1984","1984","LCU","1.9","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","767","Cotton lint","1985","1985","LCU","4.6","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","767","Cotton lint","1986","1986","LCU","11.9","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","767","Cotton lint","1987","1987","LCU","36","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","767","Cotton lint","1988","1988","LCU","200","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","767","Cotton lint","1989","1989","LCU","2600","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","767","Cotton lint","1990","1990","LCU","62600","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","329","Cottonseed","1984","1984","LCU","0.3","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","329","Cottonseed","1985","1985","LCU","0.7","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","329","Cottonseed","1986","1986","LCU","1.9","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","329","Cottonseed","1987","1987","LCU","5.8","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","329","Cottonseed","1988","1988","LCU","31.67","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","329","Cottonseed","1989","1989","LCU","420","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","329","Cottonseed","1990","1990","LCU","10000","F","FAO estimate"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1973","1973","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1974","1974","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1975","1975","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1976","1976","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1977","1977","LCU","0.01","","Official data"
"PA","Producer Prices (old series)","21","Brazil","5530","Producer Price (LCU/tonne)","1062","Eggs, hen, in shell","1978","1978","LCU","0.02","","Official data"
