# Region-specific prices by GCAM commodity and region
GCAM_region_ID,GCAM_commodity,year,value
1,Beef,1991,1.1098255006182678
1,Beef,1992,1.1097842049499256
1,Beef,1993,1.109267117122171
1,Beef,1994,1.111275556712137
1,Beef,1995,1.1092092362645267
1,Beef,1996,1.0324587855433078
1,Beef,1997,1.0855948624275995
1,Beef,1998,1.0100357324942613
1,Beef,1999,1.0585968271748398
1,Beef,2000,1.0198038423458122
1,Beef,2001,1.034402252878168
1,Beef,2002,0.9536258388229538
1,Beef,2003,1.1286517518758363
1,Beef,2004,1.1743434157498376
1,Beef,2005,1.1999955299838048
1,Beef,2006,1.1284049349816123
1,Beef,2007,1.127111253317823
1,Beef,2008,1.093723441466719
1,Beef,2009,0.9850397086911419
1,Beef,2010,1.10841245282845
1,Beef,2011,1.331366786737815
1,Beef,2012,1.410237209335961
1,Corn,1991,0.04250284859380328
1,Corn,1992,0.03596080195141507
1,Corn,1993,0.042895498830254696
1,Corn,1994,0.03788874698995163
1,Corn,1995,0.0537554627288166
1,Corn,1996,0.057247545161963245
1,Corn,1997,0.03874631134899729
1,Corn,1998,0.030281562367507626
1,Corn,1999,0.028324241180931457
1,Corn,2000,0.028008033168594237
1,Corn,2001,0.02920530150350028
1,Corn,2002,0.033667136798440835
1,Corn,2003,0.0347334864379575
1,Corn,2004,0.02860537831887554
1,Corn,2005,0.027279145516375294
1,Corn,2006,0.0400995297190561
1,Corn,2007,0.05341342086122397
1,Corn,2008,0.050737768940479676
1,Corn,2009,0.04439582923835834
1,Corn,2010,0.06339695208824121
1,Corn,2011,0.07464519573061083
1,Corn,2012,0.08097809636748639
1,Dairy,1991,0.12534950629970543
1,Dairy,1992,0.13056191475741621
1,Dairy,1993,0.1256696082855127
1,Dairy,1994,0.12434558818148969
1,Dairy,1995,0.12064061407646887
1,Dairy,1996,0.13375996268235713
1,Dairy,1997,0.11992292014303248
1,Dairy,1998,0.13696811196437497
1,Dairy,1999,0.12540986721399885
1,Dairy,2000,0.10546632445078323
1,Dairy,2001,0.12452232236962228
