INPUT_TABLE
Variable ID
LN1_HistUnmgdAllocation

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf,year,allocation
Colombia,root,UrbanLandAEZ03,UrbanLandAEZ03,1700,0
Africa_Eastern,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0087173
Africa_Northern,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0002564
Africa_Southern,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0052368
Africa_Western,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.2208869
Australia_NZ,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
Brazil,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0147083
Central America and Caribbean,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0168424
China,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0016729
EU-15,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
India,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.3387846
Indonesia,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.013666
Mexico,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0063587
South Africa,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0
South America_Northern,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0023497
South America_Southern,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,1.21e-05
South Asia,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0044692
Southeast Asia,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,0.0418675
Colombia,root,UrbanLandAEZ04,UrbanLandAEZ04,1700,3.31e-05
Africa_Eastern,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0041015
Africa_Southern,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.001743
Africa_Western,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.2976626
Australia_NZ,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,4.49e-05
Brazil,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0165502
Central America and Caribbean,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0366466
China,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0010582
India,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0160551
Indonesia,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0153821
Mexico,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0031241
South Africa,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0015015
South America_Northern,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0046
South America_Southern,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.00031
South Asia,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0163776
Southeast Asia,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0938298
Colombia,root,UrbanLandAEZ05,UrbanLandAEZ05,1700,0.0005217
Africa_Eastern,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.010486
Africa_Southern,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0003154
Africa_Western,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.1941521
Australia_NZ,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0002703
Brazil,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0150088
Central America and Caribbean,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.024708
China,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0855409
India,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0028363
Indonesia,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0149922
Mexico,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0102512
South Africa,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0049088
South America_Northern,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0043252
South America_Southern,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0435105
South Asia,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0189026
Southeast Asia,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.061703
Colombia,root,UrbanLandAEZ06,UrbanLandAEZ06,1700,0.0030896
USA,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0033079
Africa_Eastern,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0
Africa_Northern,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.038105
Africa_Southern,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0015947
Africa_Western,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,1.5e-06
Australia_NZ,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0001581
Canada,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,1.56e-05
Central Asia,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0047701
China,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0883659
Europe_Non_EU,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0
India,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0
Mexico,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.005727
Middle East,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.1510038
Pakistan,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0133784
Russia,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0053019
South Africa,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0016689
South America_Southern,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0040713
South Asia,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.0006166
Argentina,root,UrbanLandAEZ07,UrbanLandAEZ07,1700,0.000466
USA,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0003912
Africa_Eastern,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0
Africa_Northern,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0066272
Africa_Southern,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.004665
Australia_NZ,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0002694
Canada,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0
Central Asia,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0200635
China,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.3558455
EU-12,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0006108
EU-15,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0546497
Europe_Eastern,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0050677
Europe_Non_EU,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0306786
India,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.095746
Mexico,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0089565
Middle East,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.1156831
Pakistan,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0
Russia,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0252748
South Africa,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0018444
South America_Southern,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0437358
South Asia,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0023493
Argentina,root,UrbanLandAEZ08,UrbanLandAEZ08,1700,0.0002643
USA,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0003694
Africa_Eastern,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0
Africa_Northern,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0186297
Africa_Southern,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0050523
Africa_Western,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0
Australia_NZ,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0006918
Canada,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,1.45e-05
Central Asia,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0001091
China,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.7866919
EU-12,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0043545
EU-15,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.4258304
Europe_Eastern,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0052113
Europe_Non_EU,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.049427
India,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.1347365
Japan,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0
Mexico,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0322888
Middle East,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0343111
Pakistan,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0
Russia,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.043332
South Africa,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0043415
South America_Southern,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0225289
South Asia,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.000179
Southeast Asia,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0003046
Argentina,root,UrbanLandAEZ09,UrbanLandAEZ09,1700,0.0002556
USA,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0047146
Africa_Eastern,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0004517
Africa_Northern,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0190832
Africa_Southern,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.002387
Africa_Western,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0
Australia_NZ,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0004852
Brazil,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0
Canada,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0007152
Central Asia,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0001075
China,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.2806653
EU-12,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,1.3865233
EU-15,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.767798
Europe_Eastern,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0102315
Europe_Non_EU,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0269449
European Free Trade Association,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.02393
India,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0362746
Japan,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.07701
Mexico,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0273921
Middle East,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0038961
Pakistan,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0663496
Russia,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0645487
South Africa,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0181577
South America_Southern,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0062614
South Asia,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,7.22e-05
South Korea,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0047175
Southeast Asia,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0027538
Argentina,root,UrbanLandAEZ10,UrbanLandAEZ10,1700,0.0006196
USA,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.004117
Africa_Eastern,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.0002906
Africa_Southern,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,9.49e-05
Australia_NZ,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.0030087
Brazil,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0
Canada,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0
Central Asia,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0
China,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.3955887
EU-12,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.0061135
EU-15,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.8019755
Europe_Non_EU,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.0043476
India,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.0073016
Japan,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.3314194
Mexico,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0
Pakistan,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.008502
Russia,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0
South Africa,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0
South America_Southern,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.0020824
South Asia,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.0009613
South Korea,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.0109281
Southeast Asia,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,0.0093682
Argentina,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,9.87e-05
Colombia,root,UrbanLandAEZ11,UrbanLandAEZ11,1700,3.54e-05
USA,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0012794
Africa_Eastern,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0
Australia_NZ,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0322247
Brazil,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0099334
Central America and Caribbean,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0333563
Central Asia,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0032936
China,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,1.4488631
EU-15,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.267012
Europe_Non_EU,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0
India,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0034542
Japan,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.2146715
Mexico,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0
Pakistan,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0124737
South America_Southern,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0327354
South Asia,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0005287
Southeast Asia,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0002047
Argentina,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,0.0022412
Colombia,root,UrbanLandAEZ12,UrbanLandAEZ12,1700,3.53e-05
USA,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0
Canada,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,2.94e-05
Central Asia,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0.0049207
China,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0
EU-15,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0
European Free Trade Association,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0
India,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0
Pakistan,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0.0005088
Russia,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0.0012495
South America_Southern,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0
South Asia,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,0.0001667
Argentina,root,UrbanLandAEZ13,UrbanLandAEZ13,1700,1.3e-06
USA,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,1.04e-05
Canada,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,8.4e-06
Central Asia,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,0.0043803
China,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,0
EU-15,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,0.0006779
Europe_Non_EU,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,4.23e-05
European Free Trade Association,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,0.003299
India,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,0
Pakistan,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,0.0002109
Russia,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,0.0070329
South America_Southern,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,0.0014766
South Asia,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,4.66e-05
Argentina,root,UrbanLandAEZ14,UrbanLandAEZ14,1700,0
USA,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,7.09e-05
Australia_NZ,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0
Canada,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0.0001265
Central Asia,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0.0001061
China,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0.0085589
EU-12,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0.0084854
EU-15,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0.008763
Europe_Non_EU,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0
European Free Trade Association,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0.0203154
India,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0
Japan,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0
Russia,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0.0281958
South America_Southern,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0.0038573
South Asia,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0
Southeast Asia,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,0.0002007
Argentina,root,UrbanLandAEZ15,UrbanLandAEZ15,1700,1.8e-06
USA,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,7.4e-06
Australia_NZ,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0.001411
Canada,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,1.7e-05
Central Asia,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0
China,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0
EU-12,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0
EU-15,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0.0009922
Europe_Eastern,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0
Europe_Non_EU,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0
European Free Trade Association,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0.0020449
India,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0
Russia,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0
South America_Southern,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0.0110704
South Asia,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,4.1e-06
Southeast Asia,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0
Argentina,root,UrbanLandAEZ16,UrbanLandAEZ16,1700,0
Australia_NZ,root,UrbanLandAEZ17,UrbanLandAEZ17,1700,0
China,root,UrbanLandAEZ17,UrbanLandAEZ17,1700,0
South America_Southern,root,UrbanLandAEZ17,UrbanLandAEZ17,1700,0
South America_Southern,root,UrbanLandAEZ18,UrbanLandAEZ18,1700,0
Africa_Eastern,root,TundraAEZ01,TundraAEZ01,1700,0
Africa_Northern,root,TundraAEZ01,TundraAEZ01,1700,0
Africa_Southern,root,TundraAEZ01,TundraAEZ01,1700,0
Africa_Western,root,TundraAEZ01,TundraAEZ01,1700,0
Australia_NZ,root,TundraAEZ01,TundraAEZ01,1700,0
Brazil,root,TundraAEZ01,TundraAEZ01,1700,0
India,root,TundraAEZ01,TundraAEZ01,1700,0
Mexico,root,TundraAEZ01,TundraAEZ01,1700,0
Middle East,root,TundraAEZ01,TundraAEZ01,1700,0
Pakistan,root,TundraAEZ01,TundraAEZ01,1700,0
South Africa,root,TundraAEZ01,TundraAEZ01,1700,0
South America_Northern,root,TundraAEZ01,TundraAEZ01,1700,1.3566443
South America_Southern,root,TundraAEZ01,TundraAEZ01,1700,1.1773697
Africa_Eastern,root,TundraAEZ02,TundraAEZ02,1700,0
Africa_Northern,root,TundraAEZ02,TundraAEZ02,1700,0
Africa_Southern,root,TundraAEZ02,TundraAEZ02,1700,0
Africa_Western,root,TundraAEZ02,TundraAEZ02,1700,0
Australia_NZ,root,TundraAEZ02,TundraAEZ02,1700,0
Brazil,root,TundraAEZ02,TundraAEZ02,1700,0
India,root,TundraAEZ02,TundraAEZ02,1700,0
Mexico,root,TundraAEZ02,TundraAEZ02,1700,0.0707402
Middle East,root,TundraAEZ02,TundraAEZ02,1700,0
South Africa,root,TundraAEZ02,TundraAEZ02,1700,0
South America_Northern,root,TundraAEZ02,TundraAEZ02,1700,0.2341327
South America_Southern,root,TundraAEZ02,TundraAEZ02,1700,0.4137997
Colombia,root,TundraAEZ02,TundraAEZ02,1700,0.6222848
Africa_Eastern,root,TundraAEZ03,TundraAEZ03,1700,0
Africa_Northern,root,TundraAEZ03,TundraAEZ03,1700,0
Africa_Southern,root,TundraAEZ03,TundraAEZ03,1700,0
Africa_Western,root,TundraAEZ03,TundraAEZ03,1700,0
Australia_NZ,root,TundraAEZ03,TundraAEZ03,1700,0
Brazil,root,TundraAEZ03,TundraAEZ03,1700,0
India,root,TundraAEZ03,TundraAEZ03,1700,0
Mexico,root,TundraAEZ03,TundraAEZ03,1700,0
Middle East,root,TundraAEZ03,TundraAEZ03,1700,0
South Africa,root,TundraAEZ03,TundraAEZ03,1700,0
South America_Northern,root,TundraAEZ03,TundraAEZ03,1700,0.6447885
South America_Southern,root,TundraAEZ03,TundraAEZ03,1700,0.340383
South Asia,root,TundraAEZ03,TundraAEZ03,1700,0
Colombia,root,TundraAEZ03,TundraAEZ03,1700,1.0828225
Africa_Eastern,root,TundraAEZ04,TundraAEZ04,1700,0
Africa_Northern,root,TundraAEZ04,TundraAEZ04,1700,0
Africa_Southern,root,TundraAEZ04,TundraAEZ04,1700,0
Africa_Western,root,TundraAEZ04,TundraAEZ04,1700,0
Australia_NZ,root,TundraAEZ04,TundraAEZ04,1700,0
Brazil,root,TundraAEZ04,TundraAEZ04,1700,0.8555064
Central America and Caribbean,root,TundraAEZ04,TundraAEZ04,1700,0
China,root,TundraAEZ04,TundraAEZ04,1700,0
EU-15,root,TundraAEZ04,TundraAEZ04,1700,0
India,root,TundraAEZ04,TundraAEZ04,1700,0
Indonesia,root,TundraAEZ04,TundraAEZ04,1700,0
Mexico,root,TundraAEZ04,TundraAEZ04,1700,0
South Africa,root,TundraAEZ04,TundraAEZ04,1700,0
South America_Northern,root,TundraAEZ04,TundraAEZ04,1700,0.8004142
South America_Southern,root,TundraAEZ04,TundraAEZ04,1700,0
South Asia,root,TundraAEZ04,TundraAEZ04,1700,0
Southeast Asia,root,TundraAEZ04,TundraAEZ04,1700,0
Colombia,root,TundraAEZ04,TundraAEZ04,1700,0
Africa_Eastern,root,TundraAEZ05,TundraAEZ05,1700,0
Africa_Southern,root,TundraAEZ05,TundraAEZ05,1700,0
Africa_Western,root,TundraAEZ05,TundraAEZ05,1700,0
Australia_NZ,root,TundraAEZ05,TundraAEZ05,1700,0
Brazil,root,TundraAEZ05,TundraAEZ05,1700,1.454302
Central America and Caribbean,root,TundraAEZ05,TundraAEZ05,1700,0
China,root,TundraAEZ05,TundraAEZ05,1700,0
India,root,TundraAEZ05,TundraAEZ05,1700,0
Indonesia,root,TundraAEZ05,TundraAEZ05,1700,0
Mexico,root,TundraAEZ05,TundraAEZ05,1700,0
South Africa,root,TundraAEZ05,TundraAEZ05,1700,0
South America_Northern,root,TundraAEZ05,TundraAEZ05,1700,1.3416944
South America_Southern,root,TundraAEZ05,TundraAEZ05,1700,0.902618
South Asia,root,TundraAEZ05,TundraAEZ05,1700,0
Southeast Asia,root,TundraAEZ05,TundraAEZ05,1700,0
Colombia,root,TundraAEZ05,TundraAEZ05,1700,0.0782376
Africa_Eastern,root,TundraAEZ06,TundraAEZ06,1700,0
Africa_Southern,root,TundraAEZ06,TundraAEZ06,1700,0
Africa_Western,root,TundraAEZ06,TundraAEZ06,1700,0
Australia_NZ,root,TundraAEZ06,TundraAEZ06,1700,0
Brazil,root,TundraAEZ06,TundraAEZ06,1700,0.7684348
