INPUT_TABLE
Variable ID
LN3_MgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,LandNode3,LandLeaf,year,allocation
Pakistan,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2005,2.9409376
Pakistan,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2010,3.2159156
Russia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1975,752.1547352
Russia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1990,732.6441118
Russia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2005,377.0521715
Russia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2010,356.5285272
South Africa,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1975,10.1397659
South Africa,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1990,16.7092195
South Africa,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2005,20.502655
South Africa,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2010,17.1877627
South America_Northern,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1975,2.4412463
South America_Northern,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1990,3.0965443
South America_Northern,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2005,4.0611423
South America_Northern,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2010,4.1997042
South America_Southern,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1975,18.4676656
South America_Southern,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1990,32.7697916
South America_Southern,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2005,51.1122591
South America_Southern,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2010,56.4819541
South Asia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1975,36.6257873
South Asia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1990,41.1982793
South Asia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2005,41.8588136
South Asia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2010,41.620148300000004
South Korea,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1975,4.7223018
South Korea,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1990,4.9659297
South Korea,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2005,6.178621700000001
South Korea,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2010,7.2541255
Southeast Asia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1975,102.2602133
Southeast Asia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1990,127.1232602
Southeast Asia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2005,117.0607293
Southeast Asia,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2010,115.0058927
USA,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1975,420.19331
USA,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,1990,655.5176008
USA,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2005,590.8739513
USA,root,AgroForestLand,AgroForest_NonPasture,AllForestLand,Forest,2010,408.9514795
