INPUT_TABLE
Variable ID
LN1_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf,year,allocation
Central Asia,root,Tundra,Tundra,2010,88.4219392
Central Asia,root,UrbanLand,UrbanLand,1975,5.1429046
Central Asia,root,UrbanLand,UrbanLand,1990,7.0196667
Central Asia,root,UrbanLand,UrbanLand,2005,7.5179656
Central Asia,root,UrbanLand,UrbanLand,2010,7.9466205
China,root,RockIceDesert,RockIceDesert,1975,1211.1640957
China,root,RockIceDesert,RockIceDesert,1990,1145.0971967
China,root,RockIceDesert,RockIceDesert,2005,1151.8134988
China,root,RockIceDesert,RockIceDesert,2010,1165.5700907
China,root,Tundra,Tundra,1975,726.1585765
China,root,Tundra,Tundra,1990,391.4857532
China,root,Tundra,Tundra,2005,393.6126589
China,root,Tundra,Tundra,2010,474.4218295
China,root,UrbanLand,UrbanLand,1975,15.311212300000001
China,root,UrbanLand,UrbanLand,1990,28.1278009
China,root,UrbanLand,UrbanLand,2005,47.0971911
China,root,UrbanLand,UrbanLand,2010,54.9633367
Colombia,root,RockIceDesert,RockIceDesert,1975,1.0231356
Colombia,root,RockIceDesert,RockIceDesert,1990,0.9572253
Colombia,root,RockIceDesert,RockIceDesert,2005,1.1625313
Colombia,root,RockIceDesert,RockIceDesert,2010,1.1497833
Colombia,root,Tundra,Tundra,1975,2.1474332
Colombia,root,Tundra,Tundra,1990,1.9900238000000001
Colombia,root,Tundra,Tundra,2005,2.3214214
Colombia,root,Tundra,Tundra,2010,2.2959888999999998
Colombia,root,UrbanLand,UrbanLand,1975,0.8119359
Colombia,root,UrbanLand,UrbanLand,1990,1.3115056
Colombia,root,UrbanLand,UrbanLand,2005,1.8201002
Colombia,root,UrbanLand,UrbanLand,2010,1.9258009
EU-12,root,RockIceDesert,RockIceDesert,1975,0
EU-12,root,RockIceDesert,RockIceDesert,1990,0
EU-12,root,RockIceDesert,RockIceDesert,2005,0
EU-12,root,RockIceDesert,RockIceDesert,2010,0
EU-12,root,Tundra,Tundra,1975,0.0331416
EU-12,root,Tundra,Tundra,1990,0.0677652
EU-12,root,Tundra,Tundra,2005,0.2798516
EU-12,root,Tundra,Tundra,2010,0.3034396
EU-12,root,UrbanLand,UrbanLand,1975,11.0593824
EU-12,root,UrbanLand,UrbanLand,1990,13.8620455
EU-12,root,UrbanLand,UrbanLand,2005,14.4149323
EU-12,root,UrbanLand,UrbanLand,2010,14.7889754
EU-15,root,RockIceDesert,RockIceDesert,1975,0.496597
EU-15,root,RockIceDesert,RockIceDesert,1990,0.5890227
EU-15,root,RockIceDesert,RockIceDesert,2005,0.8958972
EU-15,root,RockIceDesert,RockIceDesert,2010,0.8945628999999999
EU-15,root,Tundra,Tundra,1975,16.4626371
EU-15,root,Tundra,Tundra,1990,17.4540129
EU-15,root,Tundra,Tundra,2005,19.6861193
EU-15,root,Tundra,Tundra,2010,19.5972965
EU-15,root,UrbanLand,UrbanLand,1975,47.2110578
EU-15,root,UrbanLand,UrbanLand,1990,61.633299199999996
EU-15,root,UrbanLand,UrbanLand,2005,81.3623221
EU-15,root,UrbanLand,UrbanLand,2010,89.7797037
Europe_Eastern,root,RockIceDesert,RockIceDesert,1975,0.0212894
Europe_Eastern,root,RockIceDesert,RockIceDesert,1990,0.0216445
Europe_Eastern,root,RockIceDesert,RockIceDesert,2005,0.0226744
Europe_Eastern,root,RockIceDesert,RockIceDesert,2010,0.0226999
Europe_Eastern,root,Tundra,Tundra,1975,3.5032407
Europe_Eastern,root,Tundra,Tundra,1990,3.5085224
Europe_Eastern,root,Tundra,Tundra,2005,4.3148852
Europe_Eastern,root,Tundra,Tundra,2010,4.3002561
Europe_Eastern,root,UrbanLand,UrbanLand,1975,6.400313799999999
Europe_Eastern,root,UrbanLand,UrbanLand,1990,8.0579792
Europe_Eastern,root,UrbanLand,UrbanLand,2005,7.6380655
Europe_Eastern,root,UrbanLand,UrbanLand,2010,7.4774376
Europe_Non_EU,root,RockIceDesert,RockIceDesert,1975,0.4070719
Europe_Non_EU,root,RockIceDesert,RockIceDesert,1990,0.406495
Europe_Non_EU,root,RockIceDesert,RockIceDesert,2005,0.4054745
Europe_Non_EU,root,RockIceDesert,RockIceDesert,2010,0.4056289
Europe_Non_EU,root,Tundra,Tundra,1975,1.7460904
Europe_Non_EU,root,Tundra,Tundra,1990,1.6765106
Europe_Non_EU,root,Tundra,Tundra,2005,1.5347977
Europe_Non_EU,root,Tundra,Tundra,2010,1.5519032
Europe_Non_EU,root,UrbanLand,UrbanLand,1975,3.6188118
Europe_Non_EU,root,UrbanLand,UrbanLand,1990,5.9663052
Europe_Non_EU,root,UrbanLand,UrbanLand,2005,7.9022176
Europe_Non_EU,root,UrbanLand,UrbanLand,2010,8.4108593
European Free Trade Association,root,RockIceDesert,RockIceDesert,1975,19.1990551
European Free Trade Association,root,RockIceDesert,RockIceDesert,1990,19.2136674
European Free Trade Association,root,RockIceDesert,RockIceDesert,2005,19.3797545
European Free Trade Association,root,RockIceDesert,RockIceDesert,2010,20.1203054
European Free Trade Association,root,Tundra,Tundra,1975,74.2591703
European Free Trade Association,root,Tundra,Tundra,1990,74.3942477
European Free Trade Association,root,Tundra,Tundra,2005,74.9506308
European Free Trade Association,root,Tundra,Tundra,2010,77.3142445
European Free Trade Association,root,UrbanLand,UrbanLand,1975,1.5691735
European Free Trade Association,root,UrbanLand,UrbanLand,1990,2.0095579
European Free Trade Association,root,UrbanLand,UrbanLand,2005,2.3653884
European Free Trade Association,root,UrbanLand,UrbanLand,2010,2.5059801
India,root,RockIceDesert,RockIceDesert,1975,104.2065979
India,root,RockIceDesert,RockIceDesert,1990,103.02614340000001
India,root,RockIceDesert,RockIceDesert,2005,98.232134
India,root,RockIceDesert,RockIceDesert,2010,94.3324964
India,root,Tundra,Tundra,1975,19.8374196
India,root,Tundra,Tundra,1990,19.6795409
India,root,Tundra,Tundra,2005,21.7069559
India,root,Tundra,Tundra,2010,20.9614598
India,root,UrbanLand,UrbanLand,1975,8.1426453
India,root,UrbanLand,UrbanLand,1990,13.3028419
India,root,UrbanLand,UrbanLand,2005,19.7348948
India,root,UrbanLand,UrbanLand,2010,22.2270659
Indonesia,root,RockIceDesert,RockIceDesert,1975,0
Indonesia,root,RockIceDesert,RockIceDesert,1990,0
Indonesia,root,RockIceDesert,RockIceDesert,2005,0
Indonesia,root,RockIceDesert,RockIceDesert,2010,0
Indonesia,root,Tundra,Tundra,1975,0
Indonesia,root,Tundra,Tundra,1990,0
Indonesia,root,Tundra,Tundra,2005,0
Indonesia,root,Tundra,Tundra,2010,0
Indonesia,root,UrbanLand,UrbanLand,1975,2.0168467000000003
Indonesia,root,UrbanLand,UrbanLand,1990,4.1050223
Indonesia,root,UrbanLand,UrbanLand,2005,7.9930769999999995
Indonesia,root,UrbanLand,UrbanLand,2010,9.3052174
Japan,root,RockIceDesert,RockIceDesert,1975,0
Japan,root,RockIceDesert,RockIceDesert,1990,0
Japan,root,RockIceDesert,RockIceDesert,2005,0
Japan,root,RockIceDesert,RockIceDesert,2010,0
Japan,root,Tundra,Tundra,1975,0.1272354
Japan,root,Tundra,Tundra,1990,0.1272872
Japan,root,Tundra,Tundra,2005,0.086505
Japan,root,Tundra,Tundra,2010,0.0910635
Japan,root,UrbanLand,UrbanLand,1975,8.827739900000001
Japan,root,UrbanLand,UrbanLand,1990,10.8265613
Japan,root,UrbanLand,UrbanLand,2005,11.4953699
Japan,root,UrbanLand,UrbanLand,2010,11.673038
Mexico,root,RockIceDesert,RockIceDesert,1975,0.8529810999999999
Mexico,root,RockIceDesert,RockIceDesert,1990,0.8404574
Mexico,root,RockIceDesert,RockIceDesert,2005,0.8453183
Mexico,root,RockIceDesert,RockIceDesert,2010,0.8673966
Mexico,root,Tundra,Tundra,1975,0.08181279999999999
Mexico,root,Tundra,Tundra,1990,0.07467470000000001
Mexico,root,Tundra,Tundra,2005,0.054295800000000005
Mexico,root,Tundra,Tundra,2010,0.0588056
Mexico,root,UrbanLand,UrbanLand,1975,5.3609998999999995
Mexico,root,UrbanLand,UrbanLand,1990,8.1998483
Mexico,root,UrbanLand,UrbanLand,2005,10.9096514
Mexico,root,UrbanLand,UrbanLand,2010,11.819978599999999
Middle East,root,RockIceDesert,RockIceDesert,1975,2270.0545898
Middle East,root,RockIceDesert,RockIceDesert,1990,2062.6746577
Middle East,root,RockIceDesert,RockIceDesert,2005,2073.0464862999997
Middle East,root,RockIceDesert,RockIceDesert,2010,2061.9276445
Middle East,root,Tundra,Tundra,1975,0.1131734
Middle East,root,Tundra,Tundra,1990,0.1027178
Middle East,root,Tundra,Tundra,2005,0.1016942
Middle East,root,Tundra,Tundra,2010,0.1003935
Middle East,root,UrbanLand,UrbanLand,1975,5.2626023
Middle East,root,UrbanLand,UrbanLand,1990,10.4070935
Middle East,root,UrbanLand,UrbanLand,2005,16.1089698
Middle East,root,UrbanLand,UrbanLand,2010,18.3409021
Pakistan,root,RockIceDesert,RockIceDesert,1975,264.4021685
Pakistan,root,RockIceDesert,RockIceDesert,1990,261.7879264
Pakistan,root,RockIceDesert,RockIceDesert,2005,264.198016
Pakistan,root,RockIceDesert,RockIceDesert,2010,265.3661331
Pakistan,root,Tundra,Tundra,1975,26.8203182
Pakistan,root,Tundra,Tundra,1990,26.8070458
Pakistan,root,Tundra,Tundra,2005,26.787780599999998
Pakistan,root,Tundra,Tundra,2010,26.8942881
Pakistan,root,UrbanLand,UrbanLand,1975,1.3523990000000001
Pakistan,root,UrbanLand,UrbanLand,1990,2.4690608
Pakistan,root,UrbanLand,UrbanLand,2005,3.9465476
Pakistan,root,UrbanLand,UrbanLand,2010,4.7257009
Russia,root,RockIceDesert,RockIceDesert,1975,68.3641312
Russia,root,RockIceDesert,RockIceDesert,1990,68.3621794
Russia,root,RockIceDesert,RockIceDesert,2005,68.3596953
Russia,root,RockIceDesert,RockIceDesert,2010,68.3709666
Russia,root,Tundra,Tundra,1975,1983.7961725
Russia,root,Tundra,Tundra,1990,1980.7498269999999
Russia,root,Tundra,Tundra,2005,1975.7515615
Russia,root,Tundra,Tundra,2010,1976.1530846
Russia,root,UrbanLand,UrbanLand,1975,15.5711385
Russia,root,UrbanLand,UrbanLand,1990,18.853248999999998
Russia,root,UrbanLand,UrbanLand,2005,18.0331464
Russia,root,UrbanLand,UrbanLand,2010,17.582642
South Africa,root,RockIceDesert,RockIceDesert,1975,2.665454
South Africa,root,RockIceDesert,RockIceDesert,1990,2.5908710000000004
South Africa,root,RockIceDesert,RockIceDesert,2005,2.8418069
South Africa,root,RockIceDesert,RockIceDesert,2010,2.8594656
South Africa,root,Tundra,Tundra,1975,0
South Africa,root,Tundra,Tundra,1990,0
South Africa,root,Tundra,Tundra,2005,0
South Africa,root,Tundra,Tundra,2010,0
South Africa,root,UrbanLand,UrbanLand,1975,1.6715804
South Africa,root,UrbanLand,UrbanLand,1990,2.6935757
South Africa,root,UrbanLand,UrbanLand,2005,4.8012857
South Africa,root,UrbanLand,UrbanLand,2010,5.4940525000000004
South America_Northern,root,RockIceDesert,RockIceDesert,1975,2.3002331
South America_Northern,root,RockIceDesert,RockIceDesert,1990,2.2587002
South America_Northern,root,RockIceDesert,RockIceDesert,2005,2.3427884
South America_Northern,root,RockIceDesert,RockIceDesert,2010,2.3580224
South America_Northern,root,Tundra,Tundra,1975,4.4164088
South America_Northern,root,Tundra,Tundra,1990,4.251103
South America_Northern,root,Tundra,Tundra,2005,4.3586873
South America_Northern,root,Tundra,Tundra,2010,4.4310672
South America_Northern,root,UrbanLand,UrbanLand,1975,1.4126769
South America_Northern,root,UrbanLand,UrbanLand,1990,2.1868588
South America_Northern,root,UrbanLand,UrbanLand,2005,3.0447313
South America_Northern,root,UrbanLand,UrbanLand,2010,3.3497928
South America_Southern,root,RockIceDesert,RockIceDesert,1975,296.2629829
South America_Southern,root,RockIceDesert,RockIceDesert,1990,292.6801129
South America_Southern,root,RockIceDesert,RockIceDesert,2005,295.5317324
South America_Southern,root,RockIceDesert,RockIceDesert,2010,293.4456449
South America_Southern,root,Tundra,Tundra,1975,189.8620262
South America_Southern,root,Tundra,Tundra,1990,179.4515486
South America_Southern,root,Tundra,Tundra,2005,181.5444652
South America_Southern,root,Tundra,Tundra,2010,182.4774702
South America_Southern,root,UrbanLand,UrbanLand,1975,2.4982607
South America_Southern,root,UrbanLand,UrbanLand,1990,3.9843574999999998
South America_Southern,root,UrbanLand,UrbanLand,2005,5.7615758999999995
South America_Southern,root,UrbanLand,UrbanLand,2010,6.4199345
South Asia,root,RockIceDesert,RockIceDesert,1975,85.8499144
South Asia,root,RockIceDesert,RockIceDesert,1990,86.44320069999999
South Asia,root,RockIceDesert,RockIceDesert,2005,87.6517815
South Asia,root,RockIceDesert,RockIceDesert,2010,87.6938626
South Asia,root,Tundra,Tundra,1975,19.4059433
South Asia,root,Tundra,Tundra,1990,18.637166399999998
South Asia,root,Tundra,Tundra,2005,18.7942271
South Asia,root,Tundra,Tundra,2010,18.9803446
South Asia,root,UrbanLand,UrbanLand,1975,0.6886931
South Asia,root,UrbanLand,UrbanLand,1990,1.2842509
South Asia,root,UrbanLand,UrbanLand,2005,2.2458597
South Asia,root,UrbanLand,UrbanLand,2010,2.6542434
South Korea,root,RockIceDesert,RockIceDesert,1975,0
South Korea,root,RockIceDesert,RockIceDesert,1990,0
South Korea,root,RockIceDesert,RockIceDesert,2005,0
South Korea,root,RockIceDesert,RockIceDesert,2010,0
South Korea,root,Tundra,Tundra,1975,0
South Korea,root,Tundra,Tundra,1990,0
South Korea,root,Tundra,Tundra,2005,0
South Korea,root,Tundra,Tundra,2010,0
South Korea,root,UrbanLand,UrbanLand,1975,0.9145329
South Korea,root,UrbanLand,UrbanLand,1990,1.6234774
South Korea,root,UrbanLand,UrbanLand,2005,1.8042029
South Korea,root,UrbanLand,UrbanLand,2010,1.8576888
Southeast Asia,root,RockIceDesert,RockIceDesert,1975,0.5067538
Southeast Asia,root,RockIceDesert,RockIceDesert,1990,0.4736612
Southeast Asia,root,RockIceDesert,RockIceDesert,2005,0.3941985
Southeast Asia,root,RockIceDesert,RockIceDesert,2010,0.3623489
Southeast Asia,root,Tundra,Tundra,1975,1.0748084
Southeast Asia,root,Tundra,Tundra,1990,0.9815737
Southeast Asia,root,Tundra,Tundra,2005,0.8898242
Southeast Asia,root,Tundra,Tundra,2010,0.959265
Southeast Asia,root,UrbanLand,UrbanLand,1975,5.4242629000000004
Southeast Asia,root,UrbanLand,UrbanLand,1990,8.7939327
Southeast Asia,root,UrbanLand,UrbanLand,2005,14.297364
Southeast Asia,root,UrbanLand,UrbanLand,2010,16.592183
USA,root,RockIceDesert,RockIceDesert,1975,34.135507
USA,root,RockIceDesert,RockIceDesert,1990,34.1784642
USA,root,RockIceDesert,RockIceDesert,2005,34.4579839
USA,root,RockIceDesert,RockIceDesert,2010,34.1181278
USA,root,Tundra,Tundra,1975,240.69432540000003
USA,root,Tundra,Tundra,1990,240.7315127
USA,root,Tundra,Tundra,2005,240.7435231
USA,root,Tundra,Tundra,2010,240.6758212
USA,root,UrbanLand,UrbanLand,1975,86.2754182
USA,root,UrbanLand,UrbanLand,1990,116.3402441
USA,root,UrbanLand,UrbanLand,2005,168.9975842
USA,root,UrbanLand,UrbanLand,2010,186.82977879999999
