INPUT_TABLE
Variable ID
AgProduction

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,calOutputValue
Africa_Southern,MiscCrop,MiscCrop,MiscCrop,2005,10.960585
Africa_Southern,MiscCrop,MiscCrop,MiscCrop,2010,15.9158131
Africa_Southern,OilCrop,OilCrop,OilCrop,1975,0.759856
Africa_Southern,OilCrop,OilCrop,OilCrop,1990,0.7736681
Africa_Southern,OilCrop,OilCrop,OilCrop,2005,1.4089982
Africa_Southern,OilCrop,OilCrop,OilCrop,2010,2.1310891
Africa_Southern,OtherGrain,OtherGrain,OtherGrain,1975,1.3542268
Africa_Southern,OtherGrain,OtherGrain,OtherGrain,1990,1.401075
Africa_Southern,OtherGrain,OtherGrain,OtherGrain,2005,1.5408121
Africa_Southern,OtherGrain,OtherGrain,OtherGrain,2010,2.137654
Africa_Southern,PalmFruit,PalmFruit,PalmFruit,1975,0.9300001
Africa_Southern,PalmFruit,PalmFruit,PalmFruit,1990,1.099283
Africa_Southern,PalmFruit,PalmFruit,PalmFruit,2005,1.2443389
Africa_Southern,PalmFruit,PalmFruit,PalmFruit,2010,1.197441
Africa_Southern,Rice,Rice,Rice,1975,0.4695789
Africa_Southern,Rice,Rice,Rice,1990,0.8956282
Africa_Southern,Rice,Rice,Rice,2005,1.296863
Africa_Southern,Rice,Rice,Rice,2010,3.0102761
Africa_Southern,Root_Tuber,Root_Tuber,Root_Tuber,1975,11.9736321
Africa_Southern,Root_Tuber,Root_Tuber,Root_Tuber,1990,16.8331111
Africa_Southern,Root_Tuber,Root_Tuber,Root_Tuber,2005,28.838662
Africa_Southern,Root_Tuber,Root_Tuber,Root_Tuber,2010,40.849089
Africa_Southern,SugarCrop,SugarCrop,SugarCrop,1975,10.0354531
Africa_Southern,SugarCrop,SugarCrop,SugarCrop,1990,11.7727989
Africa_Southern,SugarCrop,SugarCrop,SugarCrop,2005,18.0819901
Africa_Southern,SugarCrop,SugarCrop,SugarCrop,2010,19.7999999
Africa_Southern,Wheat,Wheat,Wheat,1975,0.257334
Africa_Southern,Wheat,Wheat,Wheat,1990,0.5380171
Africa_Southern,Wheat,Wheat,Wheat,2005,0.5013757
Africa_Southern,Wheat,Wheat,Wheat,2010,0.32673599999999997
Africa_Western,Corn,Corn,Corn,1975,4.557294
Africa_Western,Corn,Corn,Corn,1990,10.732285
Africa_Western,Corn,Corn,Corn,2005,15.360154
Africa_Western,Corn,Corn,Corn,2010,19.873075
Africa_Western,FiberCrop,FiberCrop,FiberCrop,1975,0.76377
Africa_Western,FiberCrop,FiberCrop,FiberCrop,1990,1.653109
Africa_Western,FiberCrop,FiberCrop,FiberCrop,2005,3.209499
Africa_Western,FiberCrop,FiberCrop,FiberCrop,2010,2.2729901
Africa_Western,FodderGrass,FodderGrass,FodderGrass,1975,0
Africa_Western,FodderGrass,FodderGrass,FodderGrass,1990,0
Africa_Western,FodderGrass,FodderGrass,FodderGrass,2005,0
Africa_Western,FodderGrass,FodderGrass,FodderGrass,2010,0
Africa_Western,FodderHerb,FodderHerb,FodderHerb,1975,0
Africa_Western,FodderHerb,FodderHerb,FodderHerb,1990,0
Africa_Western,FodderHerb,FodderHerb,FodderHerb,2005,0
Africa_Western,FodderHerb,FodderHerb,FodderHerb,2010,0
Africa_Western,MiscCrop,MiscCrop,MiscCrop,1975,22.6865021
Africa_Western,MiscCrop,MiscCrop,MiscCrop,1990,30.089367
Africa_Western,MiscCrop,MiscCrop,MiscCrop,2005,53.575734
Africa_Western,MiscCrop,MiscCrop,MiscCrop,2010,60.406858899999996
Africa_Western,OilCrop,OilCrop,OilCrop,1975,4.2770499
Africa_Western,OilCrop,OilCrop,OilCrop,1990,4.7841219
Africa_Western,OilCrop,OilCrop,OilCrop,2005,9.778671899999999
Africa_Western,OilCrop,OilCrop,OilCrop,2010,11.328166
Africa_Western,OtherGrain,OtherGrain,OtherGrain,1975,11.858613
Africa_Western,OtherGrain,OtherGrain,OtherGrain,1990,16.5543261
Africa_Western,OtherGrain,OtherGrain,OtherGrain,2005,29.7240979
Africa_Western,OtherGrain,OtherGrain,OtherGrain,2010,29.669646
Africa_Western,PalmFruit,PalmFruit,PalmFruit,1975,11.406535
Africa_Western,PalmFruit,PalmFruit,PalmFruit,1990,12.9256929
Africa_Western,PalmFruit,PalmFruit,PalmFruit,2005,17.1840021
Africa_Western,PalmFruit,PalmFruit,PalmFruit,2010,17.6445819
Africa_Western,Rice,Rice,Rice,1975,3.120409
Africa_Western,Rice,Rice,Rice,1990,6.031344
Africa_Western,Rice,Rice,Rice,2005,9.0120921
Africa_Western,Rice,Rice,Rice,2010,13.1218831
Africa_Western,Root_Tuber,Root_Tuber,Root_Tuber,1975,47.158386899999996
Africa_Western,Root_Tuber,Root_Tuber,Root_Tuber,1990,72.5081719
Africa_Western,Root_Tuber,Root_Tuber,Root_Tuber,2005,140.91393
Africa_Western,Root_Tuber,Root_Tuber,Root_Tuber,2010,150.187576
Africa_Western,SugarCrop,SugarCrop,SugarCrop,1975,3.444734
Africa_Western,SugarCrop,SugarCrop,SugarCrop,1990,8.4274579
Africa_Western,SugarCrop,SugarCrop,SugarCrop,2005,9.3295
Africa_Western,SugarCrop,SugarCrop,SugarCrop,2010,10.554948
Africa_Western,Wheat,Wheat,Wheat,1975,0.0304501
Africa_Western,Wheat,Wheat,Wheat,1990,0.07485689999999999
Africa_Western,Wheat,Wheat,Wheat,2005,0.0930819
Africa_Western,Wheat,Wheat,Wheat,2010,0.1051421
Argentina,Corn,Corn,Corn,1975,7.7
Argentina,Corn,Corn,Corn,1990,5.4
Argentina,Corn,Corn,Corn,2005,20.482599999999998
Argentina,Corn,Corn,Corn,2010,22.6769
Argentina,FiberCrop,FiberCrop,FiberCrop,1975,0.545965
Argentina,FiberCrop,FiberCrop,FiberCrop,1990,0.926224
Argentina,FiberCrop,FiberCrop,FiberCrop,2005,0.45205589999999995
Argentina,FiberCrop,FiberCrop,FiberCrop,2010,0.756922
Argentina,FodderGrass,FodderGrass,FodderGrass,1975,14.315
Argentina,FodderGrass,FodderGrass,FodderGrass,1990,74.7999999
Argentina,FodderGrass,FodderGrass,FodderGrass,2005,48
Argentina,FodderGrass,FodderGrass,FodderGrass,2010,49.9200001
Argentina,FodderHerb,FodderHerb,FodderHerb,1975,102.3379999
Argentina,FodderHerb,FodderHerb,FodderHerb,1990,69.95
Argentina,FodderHerb,FodderHerb,FodderHerb,2005,69.8149999
Argentina,FodderHerb,FodderHerb,FodderHerb,2010,70.9609999
Argentina,MiscCrop,MiscCrop,MiscCrop,1975,9.0825001
Argentina,MiscCrop,MiscCrop,MiscCrop,1990,9.234217899999999
Argentina,MiscCrop,MiscCrop,MiscCrop,2005,12.613463
Argentina,MiscCrop,MiscCrop,MiscCrop,2010,11.909273
Argentina,OilCrop,OilCrop,OilCrop,1975,2.2117299999999998
Argentina,OilCrop,OilCrop,OilCrop,1990,15.54359
Argentina,OilCrop,OilCrop,OilCrop,2005,42.677419900000004
Argentina,OilCrop,OilCrop,OilCrop,2010,55.794652
Argentina,OtherGrain,OtherGrain,OtherGrain,1975,6.4197999999999995
Argentina,OtherGrain,OtherGrain,OtherGrain,1990,3.2589
Argentina,OtherGrain,OtherGrain,OtherGrain,2005,4.0014319
Argentina,OtherGrain,OtherGrain,OtherGrain,2010,7.353147
Argentina,PalmFruit,PalmFruit,PalmFruit,1975,0
Argentina,PalmFruit,PalmFruit,PalmFruit,1990,0
Argentina,PalmFruit,PalmFruit,PalmFruit,2005,0
Argentina,PalmFruit,PalmFruit,PalmFruit,2010,0
Argentina,Rice,Rice,Rice,1975,0.35100000000000003
Argentina,Rice,Rice,Rice,1990,0.42810010000000004
Argentina,Rice,Rice,Rice,2005,0.956253
Argentina,Rice,Rice,Rice,2010,1.2405999
Argentina,Root_Tuber,Root_Tuber,Root_Tuber,1975,2.0667999999999997
Argentina,Root_Tuber,Root_Tuber,Root_Tuber,1990,2.02827
Argentina,Root_Tuber,Root_Tuber,Root_Tuber,2005,2.3486801
Argentina,Root_Tuber,Root_Tuber,Root_Tuber,2010,2.5305331
Argentina,SugarCrop,SugarCrop,SugarCrop,1975,15.5999999
Argentina,SugarCrop,SugarCrop,SugarCrop,1990,15.7
Argentina,SugarCrop,SugarCrop,SugarCrop,2005,24.4
Argentina,SugarCrop,SugarCrop,SugarCrop,2010,25.000000099999998
Argentina,Wheat,Wheat,Wheat,1975,8.5700001
Argentina,Wheat,Wheat,Wheat,1990,11.036599899999999
Argentina,Wheat,Wheat,Wheat,2005,12.722
Argentina,Wheat,Wheat,Wheat,2010,15.8756999
Australia_NZ,Corn,Corn,Corn,1975,0.3490611
Australia_NZ,Corn,Corn,Corn,1990,0.4811611
Australia_NZ,Corn,Corn,Corn,2005,0.7627191999999999
Australia_NZ,Corn,Corn,Corn,2010,0.6696548999999999
Australia_NZ,FiberCrop,FiberCrop,FiberCrop,1975,0.0899201
Australia_NZ,FiberCrop,FiberCrop,FiberCrop,1990,0.7992061
Australia_NZ,FiberCrop,FiberCrop,FiberCrop,2005,1.5603261
Australia_NZ,FiberCrop,FiberCrop,FiberCrop,2010,0.9418001
Australia_NZ,FodderGrass,FodderGrass,FodderGrass,1975,3.0541999
Australia_NZ,FodderGrass,FodderGrass,FodderGrass,1990,8.5
Australia_NZ,FodderGrass,FodderGrass,FodderGrass,2005,7.0896
Australia_NZ,FodderGrass,FodderGrass,FodderGrass,2010,7.091
Australia_NZ,FodderHerb,FodderHerb,FodderHerb,1975,2.549868
Australia_NZ,FodderHerb,FodderHerb,FodderHerb,1990,9.725016100000001
Australia_NZ,FodderHerb,FodderHerb,FodderHerb,2005,11.197873900000001
Australia_NZ,FodderHerb,FodderHerb,FodderHerb,2010,11.5295
Australia_NZ,MiscCrop,MiscCrop,MiscCrop,1975,3.6621159
Australia_NZ,MiscCrop,MiscCrop,MiscCrop,1990,6.6432169
Australia_NZ,MiscCrop,MiscCrop,MiscCrop,2005,10.314302
Australia_NZ,MiscCrop,MiscCrop,MiscCrop,2010,9.247397
Australia_NZ,OilCrop,OilCrop,OilCrop,1975,0.278067
Australia_NZ,OilCrop,OilCrop,OilCrop,1990,0.2892039
Australia_NZ,OilCrop,OilCrop,OilCrop,2005,1.6503771
Australia_NZ,OilCrop,OilCrop,OilCrop,2010,2.3991350000000002
Australia_NZ,OtherGrain,OtherGrain,OtherGrain,1975,5.6031791
Australia_NZ,OtherGrain,OtherGrain,OtherGrain,1990,7.3567171
Australia_NZ,OtherGrain,OtherGrain,OtherGrain,2005,14.2466008
Australia_NZ,OtherGrain,OtherGrain,OtherGrain,2010,11.2105601
Australia_NZ,PalmFruit,PalmFruit,PalmFruit,1975,0
Australia_NZ,PalmFruit,PalmFruit,PalmFruit,1990,0
Australia_NZ,PalmFruit,PalmFruit,PalmFruit,2005,0
Australia_NZ,PalmFruit,PalmFruit,PalmFruit,2010,0
Australia_NZ,Rice,Rice,Rice,1975,0.3870001
Australia_NZ,Rice,Rice,Rice,1990,0.9240001
Australia_NZ,Rice,Rice,Rice,2005,0.338885
Australia_NZ,Rice,Rice,Rice,2010,0.19669999999999999
Australia_NZ,Root_Tuber,Root_Tuber,Root_Tuber,1975,0.9771779
Australia_NZ,Root_Tuber,Root_Tuber,Root_Tuber,1990,1.456369
Australia_NZ,Root_Tuber,Root_Tuber,Root_Tuber,2005,1.8477701
Australia_NZ,Root_Tuber,Root_Tuber,Root_Tuber,2010,1.9282001
Australia_NZ,SugarCrop,SugarCrop,SugarCrop,1975,21.9590003
Australia_NZ,SugarCrop,SugarCrop,SugarCrop,1990,24.3698999
Australia_NZ,SugarCrop,SugarCrop,SugarCrop,2005,37.8221999
Australia_NZ,SugarCrop,SugarCrop,SugarCrop,2010,31.457
Australia_NZ,Wheat,Wheat,Wheat,1975,12.161874000000001
Australia_NZ,Wheat,Wheat,Wheat,1990,15.2541421
Australia_NZ,Wheat,Wheat,Wheat,2005,25.491946
Australia_NZ,Wheat,Wheat,Wheat,2010,22.5828911
Brazil,Corn,Corn,Corn,1975,16.3344999
Brazil,Corn,Corn,Corn,1990,21.3478
Brazil,Corn,Corn,Corn,2005,35.1132999
Brazil,Corn,Corn,Corn,2010,55.3643
Brazil,FiberCrop,FiberCrop,FiberCrop,1975,2.2226791
Brazil,FiberCrop,FiberCrop,FiberCrop,1990,2.2026141
Brazil,FiberCrop,FiberCrop,FiberCrop,2005,4.0086299
Brazil,FiberCrop,FiberCrop,FiberCrop,2010,3.2922511
Brazil,FodderGrass,FodderGrass,FodderGrass,1975,0
Brazil,FodderGrass,FodderGrass,FodderGrass,1990,0
Brazil,FodderGrass,FodderGrass,FodderGrass,2005,0
Brazil,FodderGrass,FodderGrass,FodderGrass,2010,0
Brazil,FodderHerb,FodderHerb,FodderHerb,1975,0
Brazil,FodderHerb,FodderHerb,FodderHerb,1990,0
Brazil,FodderHerb,FodderHerb,FodderHerb,2005,0
Brazil,FodderHerb,FodderHerb,FodderHerb,2010,0
Brazil,MiscCrop,MiscCrop,MiscCrop,1975,21.186575
Brazil,MiscCrop,MiscCrop,MiscCrop,1990,40.2945651
Brazil,MiscCrop,MiscCrop,MiscCrop,2005,52.582702
Brazil,MiscCrop,MiscCrop,MiscCrop,2010,57.769417
Brazil,OilCrop,OilCrop,OilCrop,1975,10.74099
Brazil,OilCrop,OilCrop,OilCrop,1990,20.2782871
Brazil,OilCrop,OilCrop,OilCrop,2005,51.8497201
Brazil,OilCrop,OilCrop,OilCrop,2010,69.313134
Brazil,OtherGrain,OtherGrain,OtherGrain,1975,0.334185
Brazil,OtherGrain,OtherGrain,OtherGrain,1990,0.6278981
Brazil,OtherGrain,OtherGrain,OtherGrain,2005,2.703661
Brazil,OtherGrain,OtherGrain,OtherGrain,2010,2.389816
Brazil,PalmFruit,PalmFruit,PalmFruit,1975,0.348553
Brazil,PalmFruit,PalmFruit,PalmFruit,1990,0.8053720999999999
Brazil,PalmFruit,PalmFruit,PalmFruit,2005,3.67894
Brazil,PalmFruit,PalmFruit,PalmFruit,2010,4.1361601
Brazil,Rice,Rice,Rice,1975,7.7815401
Brazil,Rice,Rice,Rice,1990,7.42093
Brazil,Rice,Rice,Rice,2005,13.1928999
Brazil,Rice,Rice,Rice,2010,11.236
Brazil,Root_Tuber,Root_Tuber,Root_Tuber,1975,29.522280000000002
Brazil,Root_Tuber,Root_Tuber,Root_Tuber,1990,27.4075111
Brazil,Root_Tuber,Root_Tuber,Root_Tuber,2005,29.7701669
Brazil,Root_Tuber,Root_Tuber,Root_Tuber,2010,28.7719919
Brazil,SugarCrop,SugarCrop,SugarCrop,1975,91.5246001
Brazil,SugarCrop,SugarCrop,SugarCrop,1990,262.67400019999997
Brazil,SugarCrop,SugarCrop,SugarCrop,2005,422.957
Brazil,SugarCrop,SugarCrop,SugarCrop,2010,717.4639999000001
Brazil,Wheat,Wheat,Wheat,1975,1.78818
Brazil,Wheat,Wheat,Wheat,1990,3.09379
Brazil,Wheat,Wheat,Wheat,2005,4.65879
Brazil,Wheat,Wheat,Wheat,2010,6.17125
Canada,Corn,Corn,Corn,1975,3.92376
Canada,Corn,Corn,Corn,1990,7.40355
Canada,Corn,Corn,Corn,2005,9.5845451
Canada,Corn,Corn,Corn,2010,11.9144931
Canada,FiberCrop,FiberCrop,FiberCrop,1975,0.0201001
Canada,FiberCrop,FiberCrop,FiberCrop,1990,0.0527
Canada,FiberCrop,FiberCrop,FiberCrop,2005,0.0428999
Canada,FiberCrop,FiberCrop,FiberCrop,2010,0.0285001
Canada,FodderGrass,FodderGrass,FodderGrass,1975,23.8590001
Canada,FodderGrass,FodderGrass,FodderGrass,1990,0
Canada,FodderGrass,FodderGrass,FodderGrass,2005,0
Canada,FodderGrass,FodderGrass,FodderGrass,2010,0
Canada,FodderHerb,FodderHerb,FodderHerb,1975,14.5845168
Canada,FodderHerb,FodderHerb,FodderHerb,1990,7.0186
Canada,FodderHerb,FodderHerb,FodderHerb,2005,7.6530002
Canada,FodderHerb,FodderHerb,FodderHerb,2010,8.5365999
Canada,MiscCrop,MiscCrop,MiscCrop,1975,2.1991529
Canada,MiscCrop,MiscCrop,MiscCrop,1990,3.2499659
Canada,MiscCrop,MiscCrop,MiscCrop,2005,7.552087
Canada,MiscCrop,MiscCrop,MiscCrop,2010,8.180436
Canada,OilCrop,OilCrop,OilCrop,1975,2.7305939
Canada,OilCrop,OilCrop,OilCrop,1990,5.7773612000000005
Canada,OilCrop,OilCrop,OilCrop,2005,13.901484100000001
Canada,OilCrop,OilCrop,OilCrop,2010,17.800445
Canada,OtherGrain,OtherGrain,OtherGrain,1975,16.3821
Canada,OtherGrain,OtherGrain,OtherGrain,1990,17.642235
Canada,OtherGrain,OtherGrain,OtherGrain,2005,15.8821001
Canada,OtherGrain,OtherGrain,OtherGrain,2010,10.7692002
Canada,PalmFruit,PalmFruit,PalmFruit,1975,0
Canada,PalmFruit,PalmFruit,PalmFruit,1990,0
Canada,PalmFruit,PalmFruit,PalmFruit,2005,0
Canada,PalmFruit,PalmFruit,PalmFruit,2010,0
Canada,Rice,Rice,Rice,1975,0
Canada,Rice,Rice,Rice,1990,0
Canada,Rice,Rice,Rice,2005,0
Canada,Rice,Rice,Rice,2010,0
Canada,Root_Tuber,Root_Tuber,Root_Tuber,1975,2.20492
Canada,Root_Tuber,Root_Tuber,Root_Tuber,1990,3.0043999
Canada,Root_Tuber,Root_Tuber,Root_Tuber,2005,4.43402
Canada,Root_Tuber,Root_Tuber,Root_Tuber,2010,4.4217699999999995
Canada,SugarCrop,SugarCrop,SugarCrop,1975,0.9425939999999999
Canada,SugarCrop,SugarCrop,SugarCrop,1990,0.9417
Canada,SugarCrop,SugarCrop,SugarCrop,2005,0.6078
Canada,SugarCrop,SugarCrop,SugarCrop,2010,0.508
Canada,Wheat,Wheat,Wheat,1975,17.0805999
Canada,Wheat,Wheat,Wheat,1990,32.098
Canada,Wheat,Wheat,Wheat,2005,25.7481
Canada,Wheat,Wheat,Wheat,2010,23.1668001
Central America and Caribbean,Corn,Corn,Corn,1975,2.4071931
Central America and Caribbean,Corn,Corn,Corn,1990,3.189787
Central America and Caribbean,Corn,Corn,Corn,2005,3.602406
Central America and Caribbean,Corn,Corn,Corn,2010,4.254384
Central America and Caribbean,FiberCrop,FiberCrop,FiberCrop,1975,0.979406
Central America and Caribbean,FiberCrop,FiberCrop,FiberCrop,1990,0.257033
Central America and Caribbean,FiberCrop,FiberCrop,FiberCrop,2005,0.045216
Central America and Caribbean,FiberCrop,FiberCrop,FiberCrop,2010,0.042879
Central America and Caribbean,FodderGrass,FodderGrass,FodderGrass,1975,0
Central America and Caribbean,FodderGrass,FodderGrass,FodderGrass,1990,0.0177
Central America and Caribbean,FodderGrass,FodderGrass,FodderGrass,2005,0.01895
Central America and Caribbean,FodderGrass,FodderGrass,FodderGrass,2010,0.02
Central America and Caribbean,FodderHerb,FodderHerb,FodderHerb,1975,0
Central America and Caribbean,FodderHerb,FodderHerb,FodderHerb,1990,0
Central America and Caribbean,FodderHerb,FodderHerb,FodderHerb,2005,0
Central America and Caribbean,FodderHerb,FodderHerb,FodderHerb,2010,0
Central America and Caribbean,MiscCrop,MiscCrop,MiscCrop,1975,11.1752189
Central America and Caribbean,MiscCrop,MiscCrop,MiscCrop,1990,15.982385
Central America and Caribbean,MiscCrop,MiscCrop,MiscCrop,2005,25.68247
Central America and Caribbean,MiscCrop,MiscCrop,MiscCrop,2010,26.045711
