INPUT_TABLE
Variable ID
AgProduction

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,calOutputValue
Central America and Caribbean,OilCrop,OilCrop,OilCrop,1975,0.1173219
Central America and Caribbean,OilCrop,OilCrop,OilCrop,1990,0.20718399999999998
Central America and Caribbean,OilCrop,OilCrop,OilCrop,2005,0.346651
Central America and Caribbean,OilCrop,OilCrop,OilCrop,2010,0.3232109
Central America and Caribbean,OtherGrain,OtherGrain,OtherGrain,1975,0.524624
Central America and Caribbean,OtherGrain,OtherGrain,OtherGrain,1990,0.523463
Central America and Caribbean,OtherGrain,OtherGrain,OtherGrain,2005,0.4496029
Central America and Caribbean,OtherGrain,OtherGrain,OtherGrain,2010,0.3841661
Central America and Caribbean,PalmFruit,PalmFruit,PalmFruit,1975,0.6694249999999999
Central America and Caribbean,PalmFruit,PalmFruit,PalmFruit,1990,1.380121
Central America and Caribbean,PalmFruit,PalmFruit,PalmFruit,2005,3.354444
Central America and Caribbean,PalmFruit,PalmFruit,PalmFruit,2010,4.77861
Central America and Caribbean,Rice,Rice,Rice,1975,1.3929091
Central America and Caribbean,Rice,Rice,Rice,1990,1.760462
Central America and Caribbean,Rice,Rice,Rice,2005,1.9564139999999999
Central America and Caribbean,Rice,Rice,Rice,2010,2.256574
Central America and Caribbean,Root_Tuber,Root_Tuber,Root_Tuber,1975,2.2581759
Central America and Caribbean,Root_Tuber,Root_Tuber,Root_Tuber,1990,2.6286279
Central America and Caribbean,Root_Tuber,Root_Tuber,Root_Tuber,2005,4.473285
Central America and Caribbean,Root_Tuber,Root_Tuber,Root_Tuber,2010,4.941374
Central America and Caribbean,SugarCrop,SugarCrop,SugarCrop,1975,89.1834261
Central America and Caribbean,SugarCrop,SugarCrop,SugarCrop,1990,118.0974011
Central America and Caribbean,SugarCrop,SugarCrop,SugarCrop,2005,65.124889
Central America and Caribbean,SugarCrop,SugarCrop,SugarCrop,2010,66.837403
Central America and Caribbean,Wheat,Wheat,Wheat,1975,0.045882
Central America and Caribbean,Wheat,Wheat,Wheat,1990,0.032783
Central America and Caribbean,Wheat,Wheat,Wheat,2005,0.012232
Central America and Caribbean,Wheat,Wheat,Wheat,2010,0.009691
Central Asia,Corn,Corn,Corn,1975,1.5057632
Central Asia,Corn,Corn,Corn,1990,2.0307665999999998
Central Asia,Corn,Corn,Corn,2005,1.7926211
Central Asia,Corn,Corn,Corn,2010,1.592951
Central Asia,FiberCrop,FiberCrop,FiberCrop,1975,7.8639998
Central Asia,FiberCrop,FiberCrop,FiberCrop,1990,8.305
Central Asia,FiberCrop,FiberCrop,FiberCrop,2005,5.976023
Central Asia,FiberCrop,FiberCrop,FiberCrop,2010,5.1252200000000006
Central Asia,FodderGrass,FodderGrass,FodderGrass,1975,0.924
Central Asia,FodderGrass,FodderGrass,FodderGrass,1990,8.8435505
Central Asia,FodderGrass,FodderGrass,FodderGrass,2005,4.8343628999999995
Central Asia,FodderGrass,FodderGrass,FodderGrass,2010,4.744
Central Asia,FodderHerb,FodderHerb,FodderHerb,1975,26.103017299999998
Central Asia,FodderHerb,FodderHerb,FodderHerb,1990,48.5983489
Central Asia,FodderHerb,FodderHerb,FodderHerb,2005,4.9606088999999995
Central Asia,FodderHerb,FodderHerb,FodderHerb,2010,4.7600551
Central Asia,MiscCrop,MiscCrop,MiscCrop,1975,13.8107239
Central Asia,MiscCrop,MiscCrop,MiscCrop,1990,16.6859156
Central Asia,MiscCrop,MiscCrop,MiscCrop,2005,17.3762409
Central Asia,MiscCrop,MiscCrop,MiscCrop,2010,23.354986
Central Asia,OilCrop,OilCrop,OilCrop,1975,0.1580114
Central Asia,OilCrop,OilCrop,OilCrop,1990,0.2979737
Central Asia,OilCrop,OilCrop,OilCrop,2005,0.6970482
Central Asia,OilCrop,OilCrop,OilCrop,2010,0.941217
Central Asia,OtherGrain,OtherGrain,OtherGrain,1975,7.6629362
Central Asia,OtherGrain,OtherGrain,OtherGrain,1990,12.6916605
Central Asia,OtherGrain,OtherGrain,OtherGrain,2005,2.8718299
Central Asia,OtherGrain,OtherGrain,OtherGrain,2010,3.001449
Central Asia,PalmFruit,PalmFruit,PalmFruit,1975,0
Central Asia,PalmFruit,PalmFruit,PalmFruit,1990,0
Central Asia,PalmFruit,PalmFruit,PalmFruit,2005,0
Central Asia,PalmFruit,PalmFruit,PalmFruit,2010,0
Central Asia,Rice,Rice,Rice,1975,1.054565
Central Asia,Rice,Rice,Rice,1990,1.2217164999999999
Central Asia,Rice,Rice,Rice,2005,0.664079
Central Asia,Rice,Rice,Rice,2010,0.8267949
Central Asia,Root_Tuber,Root_Tuber,Root_Tuber,1975,4.9942605
Central Asia,Root_Tuber,Root_Tuber,Root_Tuber,1990,3.6832345
Central Asia,Root_Tuber,Root_Tuber,Root_Tuber,2005,7.478797
Central Asia,Root_Tuber,Root_Tuber,Root_Tuber,2010,8.3614809
Central Asia,SugarCrop,SugarCrop,SugarCrop,1975,1.4743389
Central Asia,SugarCrop,SugarCrop,SugarCrop,1990,1.8449913
Central Asia,SugarCrop,SugarCrop,SugarCrop,2005,0.8822181
Central Asia,SugarCrop,SugarCrop,SugarCrop,2010,0.786998
Central Asia,Wheat,Wheat,Wheat,1975,15.418766699999999
Central Asia,Wheat,Wheat,Wheat,1990,25.2343826
Central Asia,Wheat,Wheat,Wheat,2005,23.7144289
Central Asia,Wheat,Wheat,Wheat,2010,23.064937999999998
China,Corn,Corn,Corn,1975,47.35788
China,Corn,Corn,Corn,1990,97.228875
China,Corn,Corn,Corn,2005,139.512473
China,Corn,Corn,Corn,2010,177.60879789999998
China,FiberCrop,FiberCrop,FiberCrop,1975,7.729276
China,FiberCrop,FiberCrop,FiberCrop,1990,14.644257
China,FiberCrop,FiberCrop,FiberCrop,2005,18.2524231
China,FiberCrop,FiberCrop,FiberCrop,2010,18.2688741
China,FodderGrass,FodderGrass,FodderGrass,1975,0
China,FodderGrass,FodderGrass,FodderGrass,1990,43.6800001
China,FodderGrass,FodderGrass,FodderGrass,2005,56
China,FodderGrass,FodderGrass,FodderGrass,2010,59
China,FodderHerb,FodderHerb,FodderHerb,1975,0
China,FodderHerb,FodderHerb,FodderHerb,1990,0
China,FodderHerb,FodderHerb,FodderHerb,2005,0
China,FodderHerb,FodderHerb,FodderHerb,2010,0
China,MiscCrop,MiscCrop,MiscCrop,1975,64.906548
China,MiscCrop,MiscCrop,MiscCrop,1990,163.597452
China,MiscCrop,MiscCrop,MiscCrop,2005,545.525884
China,MiscCrop,MiscCrop,MiscCrop,2010,675.8302941000001
China,OilCrop,OilCrop,OilCrop,1975,12.483932900000001
China,OilCrop,OilCrop,OilCrop,1990,28.0178639
China,OilCrop,OilCrop,OilCrop,2005,48.434569
China,OilCrop,OilCrop,OilCrop,2010,48.377888
China,OtherGrain,OtherGrain,OtherGrain,1975,23.125839
China,OtherGrain,OtherGrain,OtherGrain,1990,17.6581638
China,OtherGrain,OtherGrain,OtherGrain,2005,10.3713579
China,OtherGrain,OtherGrain,OtherGrain,2010,8.009352999999999
China,PalmFruit,PalmFruit,PalmFruit,1975,0
China,PalmFruit,PalmFruit,PalmFruit,1990,0.6212249
China,PalmFruit,PalmFruit,PalmFruit,2005,0.946036
China,PalmFruit,PalmFruit,PalmFruit,2010,0.974997
China,Rice,Rice,Rice,1975,128.7262699
China,Rice,Rice,Rice,1990,191.6146721
China,Rice,Rice,Rice,2005,182.0551402
China,Rice,Rice,Rice,2010,197.21201
China,Root_Tuber,Root_Tuber,Root_Tuber,1975,148.6570421
China,Root_Tuber,Root_Tuber,Root_Tuber,1990,141.35454
China,Root_Tuber,Root_Tuber,Root_Tuber,2005,179.2192088
China,Root_Tuber,Root_Tuber,Root_Tuber,2010,162.456663
China,SugarCrop,SugarCrop,SugarCrop,1975,27.0418199
China,SugarCrop,SugarCrop,SugarCrop,1990,77.97552
China,SugarCrop,SugarCrop,SugarCrop,2005,95.4592121
China,SugarCrop,SugarCrop,SugarCrop,2010,120.797483
China,Wheat,Wheat,Wheat,1975,45.3130421
China,Wheat,Wheat,Wheat,1990,98.23193210000001
China,Wheat,Wheat,Wheat,2005,97.4451961
China,Wheat,Wheat,Wheat,2010,115.181303
Colombia,Corn,Corn,Corn,1975,0.7226
Colombia,Corn,Corn,Corn,1990,1.2133
Colombia,Corn,Corn,Corn,2005,1.58832
Colombia,Corn,Corn,Corn,2010,1.5362899
Colombia,FiberCrop,FiberCrop,FiberCrop,1975,0.4508
Colombia,FiberCrop,FiberCrop,FiberCrop,1990,0.33577999999999997
Colombia,FiberCrop,FiberCrop,FiberCrop,2005,0.1609451
Colombia,FiberCrop,FiberCrop,FiberCrop,2010,0.0498611
Colombia,FodderGrass,FodderGrass,FodderGrass,1975,0
Colombia,FodderGrass,FodderGrass,FodderGrass,1990,0
Colombia,FodderGrass,FodderGrass,FodderGrass,2005,0
Colombia,FodderGrass,FodderGrass,FodderGrass,2010,0
Colombia,FodderHerb,FodderHerb,FodderHerb,1975,0
Colombia,FodderHerb,FodderHerb,FodderHerb,1990,0
Colombia,FodderHerb,FodderHerb,FodderHerb,2005,0
Colombia,FodderHerb,FodderHerb,FodderHerb,2010,0
Colombia,MiscCrop,MiscCrop,MiscCrop,1975,5.000338
Colombia,MiscCrop,MiscCrop,MiscCrop,1990,7.2367610000000004
Colombia,MiscCrop,MiscCrop,MiscCrop,2005,10.0891011
Colombia,MiscCrop,MiscCrop,MiscCrop,2010,10.623461
Colombia,OilCrop,OilCrop,OilCrop,1975,0.1924999
Colombia,OilCrop,OilCrop,OilCrop,1990,0.248445
Colombia,OilCrop,OilCrop,OilCrop,2005,0.065711
Colombia,OilCrop,OilCrop,OilCrop,2010,0.059923000000000004
Colombia,OtherGrain,OtherGrain,OtherGrain,1975,0.4576
Colombia,OtherGrain,OtherGrain,OtherGrain,1990,0.8794001
Colombia,OtherGrain,OtherGrain,OtherGrain,2005,0.263774
Colombia,OtherGrain,OtherGrain,OtherGrain,2010,0.115944
Colombia,PalmFruit,PalmFruit,PalmFruit,1975,0.2993999
Colombia,PalmFruit,PalmFruit,PalmFruit,1990,1.519088
Colombia,PalmFruit,PalmFruit,PalmFruit,2005,3.3804269
Colombia,PalmFruit,PalmFruit,PalmFruit,2010,3.201105
Colombia,Rice,Rice,Rice,1975,1.6222301
Colombia,Rice,Rice,Rice,1990,2.1166001
Colombia,Rice,Rice,Rice,2005,2.3719301
Colombia,Rice,Rice,Rice,2010,2.41222
Colombia,Root_Tuber,Root_Tuber,Root_Tuber,1975,3.4143
Colombia,Root_Tuber,Root_Tuber,Root_Tuber,1990,4.5121331
Colombia,Root_Tuber,Root_Tuber,Root_Tuber,2005,3.8207249
Colombia,Root_Tuber,Root_Tuber,Root_Tuber,2010,4.9808309
Colombia,SugarCrop,SugarCrop,SugarCrop,1975,20.5
Colombia,SugarCrop,SugarCrop,SugarCrop,1990,27.7906999
Colombia,SugarCrop,SugarCrop,SugarCrop,2005,39.86148
Colombia,SugarCrop,SugarCrop,SugarCrop,2010,20.291579000000002
Colombia,Wheat,Wheat,Wheat,1975,0.0389
Colombia,Wheat,Wheat,Wheat,1990,0.1048
Colombia,Wheat,Wheat,Wheat,2005,0.043962999999999995
Colombia,Wheat,Wheat,Wheat,2010,0.0157799
EU-12,Corn,Corn,Corn,1975,20.8113713
EU-12,Corn,Corn,Corn,1990,13.8793909
EU-12,Corn,Corn,Corn,2005,25.480557
EU-12,Corn,Corn,Corn,2010,22.1324541
EU-12,FiberCrop,FiberCrop,FiberCrop,1975,0.2172114
EU-12,FiberCrop,FiberCrop,FiberCrop,1990,0.08560699999999999
EU-12,FiberCrop,FiberCrop,FiberCrop,2005,0.027609
EU-12,FiberCrop,FiberCrop,FiberCrop,2010,0.004955
EU-12,FodderGrass,FodderGrass,FodderGrass,1975,3.5927651000000003
EU-12,FodderGrass,FodderGrass,FodderGrass,1990,9.9534594
EU-12,FodderGrass,FodderGrass,FodderGrass,2005,26.50367
EU-12,FodderGrass,FodderGrass,FodderGrass,2010,30.821969
EU-12,FodderHerb,FodderHerb,FodderHerb,1975,85.929308700000007
EU-12,FodderHerb,FodderHerb,FodderHerb,1990,112.3798086
EU-12,FodderHerb,FodderHerb,FodderHerb,2005,80.436327
EU-12,FodderHerb,FodderHerb,FodderHerb,2010,83.0491189
EU-12,MiscCrop,MiscCrop,MiscCrop,1975,23.6882248
EU-12,MiscCrop,MiscCrop,MiscCrop,1990,25.923708299999998
EU-12,MiscCrop,MiscCrop,MiscCrop,2005,21.3869749
EU-12,MiscCrop,MiscCrop,MiscCrop,2010,19.5195449
EU-12,OilCrop,OilCrop,OilCrop,1975,2.7856318
EU-12,OilCrop,OilCrop,OilCrop,1990,3.8695597
EU-12,OilCrop,OilCrop,OilCrop,2005,7.633421
EU-12,OilCrop,OilCrop,OilCrop,2010,10.820012
EU-12,OtherGrain,OtherGrain,OtherGrain,1975,24.2459043
EU-12,OtherGrain,OtherGrain,OtherGrain,1990,33.6749765
EU-12,OtherGrain,OtherGrain,OtherGrain,2005,27.0718309
EU-12,OtherGrain,OtherGrain,OtherGrain,2010,24.182345899999998
EU-12,PalmFruit,PalmFruit,PalmFruit,1975,0
EU-12,PalmFruit,PalmFruit,PalmFruit,1990,0
EU-12,PalmFruit,PalmFruit,PalmFruit,2005,0
EU-12,PalmFruit,PalmFruit,PalmFruit,2010,0
EU-12,Rice,Rice,Rice,1975,0.20474299999999998
EU-12,Rice,Rice,Rice,1990,0.1310439
EU-12,Rice,Rice,Rice,2005,0.043855
EU-12,Rice,Rice,Rice,2010,0.123481
EU-12,Root_Tuber,Root_Tuber,Root_Tuber,1975,58.5856961
EU-12,Root_Tuber,Root_Tuber,Root_Tuber,1990,46.684838
EU-12,Root_Tuber,Root_Tuber,Root_Tuber,2005,18.539115000000002
EU-12,Root_Tuber,Root_Tuber,Root_Tuber,2010,14.875124999999999
EU-12,SugarCrop,SugarCrop,SugarCrop,1975,35.7950747
EU-12,SugarCrop,SugarCrop,SugarCrop,1990,32.9403876
EU-12,SugarCrop,SugarCrop,SugarCrop,2005,22.989374100000003
EU-12,SugarCrop,SugarCrop,SugarCrop,2010,16.3788299
EU-12,Wheat,Wheat,Wheat,1975,22.6402683
EU-12,Wheat,Wheat,Wheat,1990,36.61981
EU-12,Wheat,Wheat,Wheat,2005,32.911484
EU-12,Wheat,Wheat,Wheat,2010,31.7882811
EU-15,Corn,Corn,Corn,1975,17.816049
EU-15,Corn,Corn,Corn,1990,24.532598
EU-15,Corn,Corn,Corn,2005,38.638707000000004
EU-15,Corn,Corn,Corn,2010,35.8748481
EU-15,FiberCrop,FiberCrop,FiberCrop,1975,0.6008421
EU-15,FiberCrop,FiberCrop,FiberCrop,1990,1.059227
EU-15,FiberCrop,FiberCrop,FiberCrop,2005,1.7454899
EU-15,FiberCrop,FiberCrop,FiberCrop,2010,0.9306070000000001
EU-15,FodderGrass,FodderGrass,FodderGrass,1975,24.4532999
EU-15,FodderGrass,FodderGrass,FodderGrass,1990,66.77189990000001
EU-15,FodderGrass,FodderGrass,FodderGrass,2005,192.665139
EU-15,FodderGrass,FodderGrass,FodderGrass,2010,217.898965
EU-15,FodderHerb,FodderHerb,FodderHerb,1975,189.5095288
EU-15,FodderHerb,FodderHerb,FodderHerb,1990,335.258045
EU-15,FodderHerb,FodderHerb,FodderHerb,2005,294.031235
EU-15,FodderHerb,FodderHerb,FodderHerb,2010,312.0983612
EU-15,MiscCrop,MiscCrop,MiscCrop,1975,104.7268169
EU-15,MiscCrop,MiscCrop,MiscCrop,1990,116.3871359
EU-15,MiscCrop,MiscCrop,MiscCrop,2005,116.360162
EU-15,MiscCrop,MiscCrop,MiscCrop,2010,108.644805
EU-15,OilCrop,OilCrop,OilCrop,1975,9.9482401
EU-15,OilCrop,OilCrop,OilCrop,1990,19.190507
EU-15,OilCrop,OilCrop,OilCrop,2005,26.4702429
EU-15,OilCrop,OilCrop,OilCrop,2010,30.3634669
EU-15,OtherGrain,OtherGrain,OtherGrain,1975,68.7627839
EU-15,OtherGrain,OtherGrain,OtherGrain,1990,72.9063969
EU-15,OtherGrain,OtherGrain,OtherGrain,2005,59.584668
EU-15,OtherGrain,OtherGrain,OtherGrain,2010,59.140346
EU-15,PalmFruit,PalmFruit,PalmFruit,1975,0
EU-15,PalmFruit,PalmFruit,PalmFruit,1990,0
EU-15,PalmFruit,PalmFruit,PalmFruit,2005,0
EU-15,PalmFruit,PalmFruit,PalmFruit,2010,0
EU-15,Rice,Rice,Rice,1975,1.6473358
EU-15,Rice,Rice,Rice,1990,2.238402
EU-15,Rice,Rice,Rice,2005,2.628122
EU-15,Rice,Rice,Rice,2010,2.961
EU-15,Root_Tuber,Root_Tuber,Root_Tuber,1975,51.4262539
EU-15,Root_Tuber,Root_Tuber,Root_Tuber,1990,49.566542999999996
EU-15,Root_Tuber,Root_Tuber,Root_Tuber,2005,44.013984
EU-15,Root_Tuber,Root_Tuber,Root_Tuber,2010,42.8005129
EU-15,SugarCrop,SugarCrop,SugarCrop,1975,97.4825828
EU-15,SugarCrop,SugarCrop,SugarCrop,1990,118.9888281
EU-15,SugarCrop,SugarCrop,SugarCrop,2005,112.5118441
EU-15,SugarCrop,SugarCrop,SugarCrop,2010,87.7329551
EU-15,Wheat,Wheat,Wheat,1975,50.751619
EU-15,Wheat,Wheat,Wheat,1990,88.980591
EU-15,Wheat,Wheat,Wheat,2005,102.5166389
EU-15,Wheat,Wheat,Wheat,2010,107.3946218
Europe_Eastern,Corn,Corn,Corn,1975,3.6120353
Europe_Eastern,Corn,Corn,Corn,1990,4.8714172
Europe_Eastern,Corn,Corn,Corn,2005,8.812455
Europe_Eastern,Corn,Corn,Corn,2010,13.937336
Europe_Eastern,FiberCrop,FiberCrop,FiberCrop,1975,0.3448774
Europe_Eastern,FiberCrop,FiberCrop,FiberCrop,1990,0.1673119
Europe_Eastern,FiberCrop,FiberCrop,FiberCrop,2005,0.06413
Europe_Eastern,FiberCrop,FiberCrop,FiberCrop,2010,0.047182
Europe_Eastern,FodderGrass,FodderGrass,FodderGrass,1975,0
Europe_Eastern,FodderGrass,FodderGrass,FodderGrass,1990,0.9224535
Europe_Eastern,FodderGrass,FodderGrass,FodderGrass,2005,3.1999999
Europe_Eastern,FodderGrass,FodderGrass,FodderGrass,2010,3.4399999
Europe_Eastern,FodderHerb,FodderHerb,FodderHerb,1975,81.0152159
Europe_Eastern,FodderHerb,FodderHerb,FodderHerb,1990,147.5458068
Europe_Eastern,FodderHerb,FodderHerb,FodderHerb,2005,31.789269100000002
Europe_Eastern,FodderHerb,FodderHerb,FodderHerb,2010,35.3374681
Europe_Eastern,MiscCrop,MiscCrop,MiscCrop,1975,14.5242484
Europe_Eastern,MiscCrop,MiscCrop,MiscCrop,1990,18.0762683
Europe_Eastern,MiscCrop,MiscCrop,MiscCrop,2005,14.193389999999999
Europe_Eastern,MiscCrop,MiscCrop,MiscCrop,2010,16.306446
Europe_Eastern,OilCrop,OilCrop,OilCrop,1975,2.4375964
Europe_Eastern,OilCrop,OilCrop,OilCrop,1990,3.1571287000000003
Europe_Eastern,OilCrop,OilCrop,OilCrop,2005,6.2723649
Europe_Eastern,OilCrop,OilCrop,OilCrop,2010,10.97996
Europe_Eastern,OtherGrain,OtherGrain,OtherGrain,1975,12.0342541
Europe_Eastern,OtherGrain,OtherGrain,OtherGrain,1990,21.1657461
Europe_Eastern,OtherGrain,OtherGrain,OtherGrain,2005,16.292591
Europe_Eastern,OtherGrain,OtherGrain,OtherGrain,2010,14.384089
Europe_Eastern,PalmFruit,PalmFruit,PalmFruit,1975,0
Europe_Eastern,PalmFruit,PalmFruit,PalmFruit,1990,0
Europe_Eastern,PalmFruit,PalmFruit,PalmFruit,2005,0
Europe_Eastern,PalmFruit,PalmFruit,PalmFruit,2010,0
Europe_Eastern,Rice,Rice,Rice,1975,0.0885104
Europe_Eastern,Rice,Rice,Rice,1990,0.1025395
Europe_Eastern,Rice,Rice,Rice,2005,0.093
Europe_Eastern,Rice,Rice,Rice,2010,0.148
Europe_Eastern,Root_Tuber,Root_Tuber,Root_Tuber,1975,34.9719786
Europe_Eastern,Root_Tuber,Root_Tuber,Root_Tuber,1990,25.077884899999997
Europe_Eastern,Root_Tuber,Root_Tuber,Root_Tuber,2005,28.0255731
Europe_Eastern,Root_Tuber,Root_Tuber,Root_Tuber,2010,26.81576
Europe_Eastern,SugarCrop,SugarCrop,SugarCrop,1975,35.319747
Europe_Eastern,SugarCrop,SugarCrop,SugarCrop,1990,44.199218200000004
Europe_Eastern,SugarCrop,SugarCrop,SugarCrop,2005,19.5241771
Europe_Eastern,SugarCrop,SugarCrop,SugarCrop,2010,18.3600141
Europe_Eastern,Wheat,Wheat,Wheat,1975,14.3719438
Europe_Eastern,Wheat,Wheat,Wheat,1990,23.5233514
Europe_Eastern,Wheat,Wheat,Wheat,2005,20.93065
Europe_Eastern,Wheat,Wheat,Wheat,2010,19.334569899999998
Europe_Non_EU,Corn,Corn,Corn,1975,10.2046397
Europe_Non_EU,Corn,Corn,Corn,1990,8.5818903
Europe_Non_EU,Corn,Corn,Corn,2005,14.905634000000001
Europe_Non_EU,Corn,Corn,Corn,2010,14.963676
Europe_Non_EU,FiberCrop,FiberCrop,FiberCrop,1975,1.341846
Europe_Non_EU,FiberCrop,FiberCrop,FiberCrop,1990,1.785314
Europe_Non_EU,FiberCrop,FiberCrop,FiberCrop,2005,2.246111
Europe_Non_EU,FiberCrop,FiberCrop,FiberCrop,2010,2.1508808999999998
Europe_Non_EU,FodderGrass,FodderGrass,FodderGrass,1975,0
Europe_Non_EU,FodderGrass,FodderGrass,FodderGrass,1990,0
Europe_Non_EU,FodderGrass,FodderGrass,FodderGrass,2005,0
Europe_Non_EU,FodderGrass,FodderGrass,FodderGrass,2010,0.031
Europe_Non_EU,FodderHerb,FodderHerb,FodderHerb,1975,6.2992125
Europe_Non_EU,FodderHerb,FodderHerb,FodderHerb,1990,23.5012155
Europe_Non_EU,FodderHerb,FodderHerb,FodderHerb,2005,33.272557
Europe_Non_EU,FodderHerb,FodderHerb,FodderHerb,2010,35.413133
Europe_Non_EU,MiscCrop,MiscCrop,MiscCrop,1975,23.3353107
Europe_Non_EU,MiscCrop,MiscCrop,MiscCrop,1990,35.3822077
Europe_Non_EU,MiscCrop,MiscCrop,MiscCrop,2005,48.1203169
Europe_Non_EU,MiscCrop,MiscCrop,MiscCrop,2010,49.908809999999995
Europe_Non_EU,OilCrop,OilCrop,OilCrop,1975,1.5726540999999998
Europe_Non_EU,OilCrop,OilCrop,OilCrop,1990,2.9074125
Europe_Non_EU,OilCrop,OilCrop,OilCrop,2005,3.3985569
Europe_Non_EU,OilCrop,OilCrop,OilCrop,2010,4.4619679
Europe_Non_EU,OtherGrain,OtherGrain,OtherGrain,1975,7.0900061999999995
Europe_Non_EU,OtherGrain,OtherGrain,OtherGrain,1990,8.864791799999999
Europe_Non_EU,OtherGrain,OtherGrain,OtherGrain,2005,11.102994
Europe_Non_EU,OtherGrain,OtherGrain,OtherGrain,2010,8.9210999
Europe_Non_EU,PalmFruit,PalmFruit,PalmFruit,1975,0
Europe_Non_EU,PalmFruit,PalmFruit,PalmFruit,1990,0
Europe_Non_EU,PalmFruit,PalmFruit,PalmFruit,2005,0
Europe_Non_EU,PalmFruit,PalmFruit,PalmFruit,2010,0
Europe_Non_EU,Rice,Rice,Rice,1975,0.30060000000000003
Europe_Non_EU,Rice,Rice,Rice,1990,0.264586
Europe_Non_EU,Rice,Rice,Rice,2005,0.61257
Europe_Non_EU,Rice,Rice,Rice,2010,0.8856999999999999
Europe_Non_EU,Root_Tuber,Root_Tuber,Root_Tuber,1975,4.6504859
Europe_Non_EU,Root_Tuber,Root_Tuber,Root_Tuber,1990,6.2564532999999996
Europe_Non_EU,Root_Tuber,Root_Tuber,Root_Tuber,2005,6.2804341
Europe_Non_EU,Root_Tuber,Root_Tuber,Root_Tuber,2010,6.5532211
Europe_Non_EU,SugarCrop,SugarCrop,SugarCrop,1975,10.9651026
Europe_Non_EU,SugarCrop,SugarCrop,SugarCrop,1990,19.6449831
Europe_Non_EU,SugarCrop,SugarCrop,SugarCrop,2005,19.7179661
Europe_Non_EU,SugarCrop,SugarCrop,SugarCrop,2010,22.5641
Europe_Non_EU,Wheat,Wheat,Wheat,1975,19.0800978
Europe_Non_EU,Wheat,Wheat,Wheat,1990,26.3240653
Europe_Non_EU,Wheat,Wheat,Wheat,2005,24.9536579
Europe_Non_EU,Wheat,Wheat,Wheat,2010,22.671331
European Free Trade Association,Corn,Corn,Corn,1975,0.1409
European Free Trade Association,Corn,Corn,Corn,1990,0.2329
European Free Trade Association,Corn,Corn,Corn,2005,0.200603
European Free Trade Association,Corn,Corn,Corn,2010,0.145498
European Free Trade Association,FiberCrop,FiberCrop,FiberCrop,1975,0
European Free Trade Association,FiberCrop,FiberCrop,FiberCrop,1990,0
European Free Trade Association,FiberCrop,FiberCrop,FiberCrop,2005,0
European Free Trade Association,FiberCrop,FiberCrop,FiberCrop,2010,0
European Free Trade Association,FodderGrass,FodderGrass,FodderGrass,1975,3.6145761000000003
European Free Trade Association,FodderGrass,FodderGrass,FodderGrass,1990,1.029643
European Free Trade Association,FodderGrass,FodderGrass,FodderGrass,2005,0.3713751
European Free Trade Association,FodderGrass,FodderGrass,FodderGrass,2010,0.3212
European Free Trade Association,FodderHerb,FodderHerb,FodderHerb,1975,1.8409881
European Free Trade Association,FodderHerb,FodderHerb,FodderHerb,1990,1.852871
European Free Trade Association,FodderHerb,FodderHerb,FodderHerb,2005,1.6082400000000001
European Free Trade Association,FodderHerb,FodderHerb,FodderHerb,2010,2.33908
European Free Trade Association,MiscCrop,MiscCrop,MiscCrop,1975,1.418113
European Free Trade Association,MiscCrop,MiscCrop,MiscCrop,1990,1.336735
European Free Trade Association,MiscCrop,MiscCrop,MiscCrop,2005,0.9749901
European Free Trade Association,MiscCrop,MiscCrop,MiscCrop,2010,0.9746330000000001
European Free Trade Association,OilCrop,OilCrop,OilCrop,1975,0.025359
European Free Trade Association,OilCrop,OilCrop,OilCrop,1990,0.055151
European Free Trade Association,OilCrop,OilCrop,OilCrop,2005,0.089127
European Free Trade Association,OilCrop,OilCrop,OilCrop,2010,0.09302400000000001
European Free Trade Association,OtherGrain,OtherGrain,OtherGrain,1975,0.9743451
European Free Trade Association,OtherGrain,OtherGrain,OtherGrain,1990,1.8167499999999999
European Free Trade Association,OtherGrain,OtherGrain,OtherGrain,2005,1.229447
European Free Trade Association,OtherGrain,OtherGrain,OtherGrain,2010,1.130884
European Free Trade Association,PalmFruit,PalmFruit,PalmFruit,1975,0
European Free Trade Association,PalmFruit,PalmFruit,PalmFruit,1990,0
European Free Trade Association,PalmFruit,PalmFruit,PalmFruit,2005,0
European Free Trade Association,PalmFruit,PalmFruit,PalmFruit,2010,0
European Free Trade Association,Rice,Rice,Rice,1975,0
European Free Trade Association,Rice,Rice,Rice,1990,0
European Free Trade Association,Rice,Rice,Rice,2005,0
European Free Trade Association,Rice,Rice,Rice,2010,0
European Free Trade Association,Root_Tuber,Root_Tuber,Root_Tuber,1975,1.3493911
European Free Trade Association,Root_Tuber,Root_Tuber,Root_Tuber,1990,1.207486
European Free Trade Association,Root_Tuber,Root_Tuber,Root_Tuber,2005,0.8154170000000001
European Free Trade Association,Root_Tuber,Root_Tuber,Root_Tuber,2010,0.77516
European Free Trade Association,SugarCrop,SugarCrop,SugarCrop,1975,0.47950000000000004
European Free Trade Association,SugarCrop,SugarCrop,SugarCrop,1990,0.873885
European Free Trade Association,SugarCrop,SugarCrop,SugarCrop,2005,1.4093599
European Free Trade Association,SugarCrop,SugarCrop,SugarCrop,2010,1.30206
