INPUT_TABLE
Variable ID
LN1_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf,year,allocation
Central America and Caribbean,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,2.48728383
China,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0.69135255
India,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0.00963666
Indonesia,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
Mexico,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,5.41946853
South Africa,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
South America_Northern,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0.68432292
South America_Southern,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,5.81981481
South Asia,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,0
Southeast Asia,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,4.21915572
Colombia,root,ProtectedShrublandAEZ06,ProtectedShrublandAEZ06,1975,7.87217382
USA,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,580.98841506
Africa_Eastern,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,1.34148096
Africa_Northern,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,4.5792891
Africa_Southern,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,191.57397075
Africa_Western,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,7.2062685
Australia_NZ,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,835.83427446
Canada,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,0.66129156
Central Asia,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,267.70958289
China,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,203.21098641
Europe_Non_EU,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,0.62942841
India,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,47.61749979
Mexico,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,124.67560437
Middle East,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,401.29906239
Pakistan,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,144.26757657
Russia,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,7.52724576
South Africa,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,18.11586798
South America_Southern,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,4.70558214
South Asia,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,59.19594705
Argentina,root,ProtectedShrublandAEZ07,ProtectedShrublandAEZ07,1975,149.4165978
USA,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,44.32934898
Africa_Eastern,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,0.02961225
Africa_Northern,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,5.40476811
Africa_Southern,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,38.75864409
Australia_NZ,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,98.23629636
Canada,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,0
Central Asia,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,44.29008369
China,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,39.23369775
EU-12,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,0.63554076
EU-15,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,0.310257
Europe_Eastern,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,1.58640264
Europe_Non_EU,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,15.24799566
India,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,43.93418616
Mexico,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,20.15990856
Middle East,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,131.05776573
Pakistan,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,14.55381459
Russia,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,0.29235096
South Africa,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,1.80194211
South America_Southern,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,27.00609021
South Asia,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,40.40740917
Argentina,root,ProtectedShrublandAEZ08,ProtectedShrublandAEZ08,1975,71.84859318
USA,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,13.81421043
Africa_Eastern,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,3.44096514
Africa_Northern,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,13.02604326
Africa_Southern,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,0.57814191
Africa_Western,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,0
Australia_NZ,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,41.2749369
Canada,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,0
Central Asia,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,7.72433136
China,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,5.71951782
EU-12,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,2.29105341
EU-15,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,44.70565779
Europe_Eastern,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,0
Europe_Non_EU,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,24.79145103
India,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,0.56814021
Japan,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,0
Mexico,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,15.55514244
Middle East,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,52.8226992
Pakistan,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,11.18076417
Russia,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,0.03896775
South Africa,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,2.74381632
South America_Southern,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,16.66126791
South Asia,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,1.9561239
Southeast Asia,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,0
Argentina,root,ProtectedShrublandAEZ09,ProtectedShrublandAEZ09,1975,67.84766109
USA,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,1.27680345
Africa_Eastern,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,3.18823344
Africa_Northern,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,31.00428837
Africa_Southern,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0.24796665
Africa_Western,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
Australia_NZ,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,13.25109042
Brazil,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
Canada,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
Central Asia,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
China,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,11.22204114
EU-12,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
EU-15,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,49.61951226
Europe_Eastern,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
Europe_Non_EU,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,14.9602284
European Free Trade Association,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
India,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,7.04724588
Japan,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0.18006048
Mexico,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,6.99317559
Middle East,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,7.0399134
Pakistan,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,7.20567378
Russia,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
South Africa,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,4.55004045
South America_Southern,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,17.65192446
South Asia,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,2.35088532
South Korea,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
Southeast Asia,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,0
Argentina,root,ProtectedShrublandAEZ10,ProtectedShrublandAEZ10,1975,40.17684249
USA,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0.13402692
Africa_Eastern,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,3.15500697
Africa_Southern,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0.0890613
Australia_NZ,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,6.96516966
Brazil,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0
Canada,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0
Central Asia,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0
China,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,63.14138073
EU-12,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0
EU-15,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,16.15756338
Europe_Non_EU,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0.96742116
India,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,10.58672619
Japan,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,3.02572989
Mexico,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0.04856085
Pakistan,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,4.20988626
Russia,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0
South Africa,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,2.35887408
South America_Southern,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,2.14977996
South Asia,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,4.47439527
South Korea,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0
Southeast Asia,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,1.29289851
Argentina,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,19.20445398
Colombia,root,ProtectedShrublandAEZ11,ProtectedShrublandAEZ11,1975,0
USA,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,0
Africa_Eastern,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,1.67203008
Australia_NZ,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,3.74849802
Brazil,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,1.00469628
Central America and Caribbean,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,0.35171901
Central Asia,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,0
China,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,6.18451173
EU-15,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,1.55535921
Europe_Non_EU,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,0
India,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,1.82339298
Japan,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,0.83838519
Mexico,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,0.03362301
Pakistan,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,6.60843252
South America_Southern,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,3.90196737
South Asia,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,1.33909722
Southeast Asia,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,1.64208483
Argentina,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,4.55844699
Colombia,root,ProtectedShrublandAEZ12,ProtectedShrublandAEZ12,1975,0.39097458
USA,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,20.61922482
Canada,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,0.40619124
Central Asia,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,18.08031834
China,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,54.09768186
EU-15,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,0
European Free Trade Association,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,0
India,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,5.60177865
Pakistan,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,6.03256752
Russia,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,0.21003093
South America_Southern,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,0.1660815
South Asia,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,9.36702099
Argentina,root,ProtectedShrublandAEZ13,ProtectedShrublandAEZ13,1975,0.01587501
USA,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,3.76117632
Canada,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,0.70781148
Central Asia,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,9.98072649
China,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,3.85222608
EU-15,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,0
Europe_Non_EU,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,0
European Free Trade Association,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,0.11615634
India,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,4.49108226
Pakistan,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,7.43435217
Russia,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,4.17140361
South America_Southern,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,1.81808064
South Asia,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,4.14498591
Argentina,root,ProtectedShrublandAEZ14,ProtectedShrublandAEZ14,1975,0.88680267
USA,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0.29712762
Australia_NZ,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0
Canada,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0.45054423
Central Asia,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,1.03104117
China,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,5.10056325
EU-12,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0
EU-15,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0.19990917
Europe_Non_EU,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0
European Free Trade Association,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0.06165387
India,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,1.72706418
Japan,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0
Russia,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,1.73637342
South America_Southern,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,6.05879523
South Asia,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,1.28764944
Southeast Asia,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0.47812923
Argentina,root,ProtectedShrublandAEZ15,ProtectedShrublandAEZ15,1975,0
USA,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
Australia_NZ,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
Canada,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
Central Asia,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
China,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,11.22458634
EU-12,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
EU-15,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0.08200134
Europe_Eastern,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
Europe_Non_EU,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
European Free Trade Association,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
India,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,1.94544666
Russia,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
South America_Southern,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,4.83326316
South Asia,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0.86102136
Southeast Asia,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0.10552545
Argentina,root,ProtectedShrublandAEZ16,ProtectedShrublandAEZ16,1975,0
Australia_NZ,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,1975,0.65925513
China,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,1975,0.15296832
South America_Southern,root,ProtectedShrublandAEZ17,ProtectedShrublandAEZ17,1975,0
South America_Southern,root,ProtectedShrublandAEZ18,ProtectedShrublandAEZ18,1975,0
Africa_Eastern,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,96.52466484
Africa_Northern,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,4.59728217
Africa_Southern,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,13.83272325
Africa_Western,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,90.25690968
Australia_NZ,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,46.58127516
Brazil,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,0
India,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,0
Mexico,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,0.15078501
Middle East,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,0.79133283
Pakistan,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,0
South Africa,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,8.59682178
South America_Northern,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,0.53021673
South America_Southern,root,ProtectedGrasslandAEZ01,ProtectedGrasslandAEZ01,1975,8.7441588
Africa_Eastern,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,193.30319718
Africa_Northern,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,1.33927848
Africa_Southern,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,33.53104512
Africa_Western,root,ProtectedGrasslandAEZ02,ProtectedGrasslandAEZ02,1975,235.59533541
