INPUT_TABLE
Variable ID
LN2_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,LandNode2,UnmanagedLandLeaf,year,allocation
Argentina,root,AgroForestLandAEZ09,AllPastureLandAEZ09,UnmanagedPastureAEZ09,2005,4.51246537
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,21.48730649
Africa_Eastern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.70698324
Africa_Northern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,4.44449045
Africa_Southern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,7.29473115
Africa_Western,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.05215917
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,5.3507338
Brazil,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.31713614
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,1.59872496
Central Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.70809927
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,8.78362069
EU-12,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,11.17210018
EU-15,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,18.75187681
Europe_Eastern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,6.29703078
Europe_Non_EU,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,3.33875854
European Free Trade Association,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.43362092
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.60611854
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.15196901
Mexico,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,1.80730058
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.16404903
Pakistan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.03982767
Russia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,16.09212061
South Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,6.76173773
South America_Southern,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,4.65449021
South Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.16647266
South Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.00206641
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,0.03178862
Argentina,root,AgroForestLandAEZ10,AllPastureLandAEZ10,UnmanagedPastureAEZ10,2005,5.30365281
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,22.04354671
Africa_Eastern,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,1.14359481
Africa_Southern,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,1.16325476
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,7.23263602
Brazil,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.05208883
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.00883859
Central Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.09499501
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,22.70456864
EU-12,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.88379659
EU-15,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,16.55755123
Europe_Non_EU,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,1.75607846
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.34233153
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.09403532
Mexico,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.08298056
Pakistan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.02872537
Russia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.16125773
South Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,1.05207131
South America_Southern,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,2.818886
South Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.37670701
South Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.00312574
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.31934045
Argentina,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,6.14543396
Colombia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,UnmanagedPastureAEZ11,2005,0.55652526
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,11.54795321
Africa_Eastern,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.14487843
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,9.78009852
Brazil,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,21.07704736
Central America and Caribbean,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.22027811
Central Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.1505566
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,35.66103155
EU-15,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,4.23996363
Europe_Non_EU,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.14076834
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.04888642
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.02265957
Mexico,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.04770433
Pakistan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.04625203
South America_Southern,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,19.90026528
South Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.20991491
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,0.17235091
Argentina,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,18.72229193
Colombia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,UnmanagedPastureAEZ12,2005,1.40400303
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,5.40492358
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,0.98775863
Central Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,96.70029242
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,75.96237457
EU-15,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,0.08010761
European Free Trade Association,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,0.00541996
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,0.08564334
Pakistan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,0.02408744
Russia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,1.97497163
South America_Southern,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,3.67446771
South Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,3.37808877
Argentina,root,AgroForestLandAEZ13,AllPastureLandAEZ13,UnmanagedPastureAEZ13,2005,8.90561839
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,1.203286
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,0.41622177
Central Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,49.5059688
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,57.36942169
EU-15,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,0.32856394
Europe_Non_EU,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,0.1445194
European Free Trade Association,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,1.25336163
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,0.35344506
Pakistan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,0.04261141
Russia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,7.16619827
South America_Southern,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,4.25505853
South Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,1.5145556
Argentina,root,AgroForestLandAEZ14,AllPastureLandAEZ14,UnmanagedPastureAEZ14,2005,3.09341019
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.35779242
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.59076225
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,3.42260976
Central Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,7.74904907
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,29.30972
EU-12,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.10773032
EU-15,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,1.34183136
Europe_Non_EU,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.13885584
European Free Trade Association,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.5452399
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.22319194
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.00481193
Russia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,19.50931232
South America_Southern,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,3.16935668
South Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.22868183
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.0377452
Argentina,root,AgroForestLandAEZ15,AllPastureLandAEZ15,UnmanagedPastureAEZ15,2005,0.49386999
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.14776895
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,2.92741155
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.25722625
Central Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.24200313
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,8.85388789
EU-12,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.10163106
EU-15,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,1.866214
Europe_Eastern,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.03040732
Europe_Non_EU,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.02720516
European Free Trade Association,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.03036578
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.226856
Russia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.09255116
South America_Southern,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,2.01598238
South Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.20173117
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.03126223
Argentina,root,AgroForestLandAEZ16,AllPastureLandAEZ16,UnmanagedPastureAEZ16,2005,0.07612136
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,2005,0.56846799
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,2005,0.3699187
South America_Southern,root,AgroForestLandAEZ17,AllPastureLandAEZ17,UnmanagedPastureAEZ17,2005,0.21207886
South America_Southern,root,AgroForestLandAEZ18,AllPastureLandAEZ18,UnmanagedPastureAEZ18,2005,0.09607354
Africa_Eastern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,74.67993049
Africa_Northern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,3.96329436
Africa_Southern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,4.21251191
Africa_Western,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,71.29627952
Australia_NZ,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,41.92099019
Brazil,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,0.2654355
India,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,0.21135261
Mexico,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,2.03689966
Middle East,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,71.55053689
Pakistan,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,0.08623253
South Africa,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,0.82603407
South America_Northern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,0.18883168
South America_Southern,root,AgroForestLandAEZ01,AllPastureLandAEZ01,UnmanagedPastureAEZ01,2010,2.94258049
Africa_Eastern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,41.95511339
Africa_Northern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,1.17226691
Africa_Southern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,6.77221257
Africa_Western,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,37.86963851
Australia_NZ,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,31.56089115
Brazil,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,2.39091922
India,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,0.56480206
Mexico,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,1.33741114
Middle East,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,0.00704481
South Africa,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,0.49108546
South America_Northern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,0.51982113
South America_Southern,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,0.8358336
Colombia,root,AgroForestLandAEZ02,AllPastureLandAEZ02,UnmanagedPastureAEZ02,2010,0.37091582
Africa_Eastern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,37.58183798
Africa_Northern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,0
Africa_Southern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,33.76068395
Africa_Western,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,43.69400204
Australia_NZ,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,16.83074498
Brazil,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,11.13898252
India,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,2.68395772
Mexico,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,2.91541868
Middle East,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,0.02057855
South Africa,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,1.34646549
South America_Northern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,0.17931403
South America_Southern,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,3.44902963
South Asia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,0.02211146
Colombia,root,AgroForestLandAEZ03,AllPastureLandAEZ03,UnmanagedPastureAEZ03,2010,0.15771024
Africa_Eastern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,44.67321168
Africa_Northern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,0.07786946
Africa_Southern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,55.03580341
Africa_Western,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,43.10201895
Australia_NZ,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,3.37482543
Brazil,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,20.90173224
Central America and Caribbean,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,2.17864536
China,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,0.03952143
EU-15,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,0.00732224
India,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,0.92550141
Indonesia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,0.33525453
Mexico,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,3.87643092
South Africa,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,0.46805998
South America_Northern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,6.15391687
South America_Southern,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,3.50498205
South Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,0.28164781
Southeast Asia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,0.41663335
Colombia,root,AgroForestLandAEZ04,AllPastureLandAEZ04,UnmanagedPastureAEZ04,2010,0.4641438
Africa_Eastern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,17.52114692
Africa_Southern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,16.47861237
Africa_Western,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,28.51237556
Australia_NZ,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,0.1735902
Brazil,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,78.70723827
Central America and Caribbean,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,4.14051852
China,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,0.16850074
India,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,0.24217658
Indonesia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,0.43285391
Mexico,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,0.94233169
South Africa,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,0.26142499
South America_Northern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,7.06217953
South America_Southern,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,9.27618227
South Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,0.51665721
Southeast Asia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,0.98163404
Colombia,root,AgroForestLandAEZ05,AllPastureLandAEZ05,UnmanagedPastureAEZ05,2010,7.02831112
Africa_Eastern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,12.84445388
Africa_Southern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,0.22165774
Africa_Western,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,26.24917278
Australia_NZ,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,0.34702804
Brazil,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,25.81480452
Central America and Caribbean,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,4.10775522
China,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,2.51372334
India,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,0.12243903
Indonesia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,6.88853973
Mexico,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,1.49105446
South Africa,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,0.35006608
South America_Northern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,2.72527274
South America_Southern,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,6.09261914
South Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,0.24255247
Southeast Asia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,0.71740589
Colombia,root,AgroForestLandAEZ06,AllPastureLandAEZ06,UnmanagedPastureAEZ06,2010,24.65927066
USA,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,132.52167407
Africa_Eastern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,2.54016762
Africa_Northern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,31.40052841
Africa_Southern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,42.48167024
Africa_Western,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,0.40354623
Australia_NZ,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,208.5885244
Canada,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,2.34142553
Central Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,177.4136195
China,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,70.98343709
Europe_Non_EU,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,0.04685212
India,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,0.67073742
Mexico,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,38.39604923
Middle East,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,89.87996975
Pakistan,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,0.3741541
Russia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,10.14984974
South Africa,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,45.47629902
South America_Southern,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,8.47591377
South Asia,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,7.08988251
Argentina,root,AgroForestLandAEZ07,AllPastureLandAEZ07,UnmanagedPastureAEZ07,2010,40.62078002
USA,root,AgroForestLandAEZ08,AllPastureLandAEZ08,UnmanagedPastureAEZ08,2010,40.78869945
