INPUT_TABLE
Variable ID
LN1_UnmgdAllocation

region,LandAllocatorRoot,LandNode1,UnmanagedLandLeaf,year,allocation
Middle East,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.2840598
South Africa,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.0577555
South America_Northern,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.0149835
South America_Southern,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.0863673
South Asia,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.0027474
Colombia,root,UrbanLandAEZ03,UrbanLandAEZ03,1975,0.0005392
Africa_Eastern,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.1560364
Africa_Northern,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.0106659
Africa_Southern,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.2293244
Africa_Western,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.6145993
Australia_NZ,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.0155972
Brazil,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,1.1593366
Central America and Caribbean,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.3747187
China,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.1754441
EU-15,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.0233269
India,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,2.5420754
Indonesia,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.4965311
Mexico,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.5347488
South Africa,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.0202986
South America_Northern,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.1948377
South America_Southern,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.0019835
South Asia,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.0907876
Southeast Asia,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,1.3499343
Colombia,root,UrbanLandAEZ04,UrbanLandAEZ04,1975,0.0057408
Africa_Eastern,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.206209
Africa_Southern,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.0944192
Africa_Western,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,1.4947845
Australia_NZ,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.043869
Brazil,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,2.4361804
Central America and Caribbean,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.8914722
China,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.0779829
India,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.3734359
Indonesia,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.2642333
Mexico,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.1406919
South Africa,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.216143
South America_Northern,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.6938339
South America_Southern,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.0616373
South Asia,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.260024
Southeast Asia,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,1.5767838
Colombia,root,UrbanLandAEZ05,UrbanLandAEZ05,1975,0.0971193
Africa_Eastern,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.2108569
Africa_Southern,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.0121827
Africa_Western,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,1.3484133
Australia_NZ,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.8307423
Brazil,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,2.9390616
Central America and Caribbean,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.5419858
China,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.370743
India,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.0908197
Indonesia,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,1.2560823
Mexico,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.419521
South Africa,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.04194
South America_Northern,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.3712656
South America_Southern,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.1100864
South Asia,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.1399262
Southeast Asia,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,1.9883637
Colombia,root,UrbanLandAEZ06,UrbanLandAEZ06,1975,0.6733974
USA,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,4.6334229
Africa_Eastern,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.040853
Africa_Northern,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.7424917
Africa_Southern,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.0769969
Africa_Western,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,5.04e-05
Australia_NZ,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.0946623
Canada,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.0899269
Central Asia,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.7504913
China,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.4006626
Europe_Non_EU,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.0005601
India,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.0376807
Mexico,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.6886331
Middle East,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,1.7936737
Pakistan,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.3926269
Russia,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.3417672
South Africa,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.0598571
South America_Southern,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.1017349
South Asia,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.0198054
Argentina,root,UrbanLandAEZ07,UrbanLandAEZ07,1975,0.3099175
USA,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,2.4627715
Africa_Eastern,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.0027916
Africa_Northern,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.2344109
Africa_Southern,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.1510597
Australia_NZ,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.0174439
Canada,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.0206759
Central Asia,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,2.3931672
China,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,1.3914518
EU-12,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.1047247
EU-15,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.0497436
Europe_Eastern,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,1.7553283
Europe_Non_EU,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.6486285
India,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.811266
Mexico,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.4299456
Middle East,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,1.350036
Pakistan,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.2782984
Russia,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,1.8517861
South Africa,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.1628861
South America_Southern,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.1763528
South Asia,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.1287636
Argentina,root,UrbanLandAEZ08,UrbanLandAEZ08,1975,0.1048414
USA,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,5.1360386
Africa_Eastern,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.0061873
Africa_Northern,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.5245075
Africa_Southern,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.3585784
Africa_Western,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0
Australia_NZ,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.9191883
Canada,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.2289899
Central Asia,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.3022196
China,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,2.6226514
EU-12,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.7161996
EU-15,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,1.9977935
Europe_Eastern,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,1.2439797
Europe_Non_EU,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.8267851
India,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.7375016
Japan,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0
Mexico,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.8913625
Middle East,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.6322247
Pakistan,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.0174712
Russia,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,4.0077576
South Africa,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.2907376
South America_Southern,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.5472392
South Asia,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.0031548
Southeast Asia,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.0136309
Argentina,root,UrbanLandAEZ09,UrbanLandAEZ09,1975,0.1508177
USA,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,32.9998829
Africa_Eastern,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.0406178
Africa_Northern,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.5557762
Africa_Southern,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.102162
Africa_Western,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.0236557
Australia_NZ,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.6107608
Brazil,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.008663
Canada,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,2.045253
Central Asia,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.2339655
China,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,1.6998344
EU-12,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,9.69454
EU-15,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,16.2674661
Europe_Eastern,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,3.4007148
Europe_Non_EU,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,1.558466
European Free Trade Association,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,1.1297822
India,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.1206535
Japan,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,1.1258139
Mexico,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,1.8682705
Middle East,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.3169009
Pakistan,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.23949
Russia,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,5.2446567
South Africa,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.759403
South America_Southern,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.2439613
South Asia,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.0125155
South Korea,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.3010471
Southeast Asia,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.2853921
Argentina,root,UrbanLandAEZ10,UrbanLandAEZ10,1975,0.4277727
USA,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,28.092074
Africa_Eastern,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0491088
Africa_Southern,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0194713
Australia_NZ,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,1.7860178
Brazil,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0074044
Canada,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.1961885
Central Asia,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0610869
China,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,2.1093945
EU-12,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.4698087
EU-15,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,25.8645014
Europe_Non_EU,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.5743597
India,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0712531
Japan,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,4.6491129
Mexico,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0302729
Pakistan,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0435257
Russia,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0759763
South Africa,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0136972
South America_Southern,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.1276147
South Asia,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.0164214
South Korea,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.6134858
Southeast Asia,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.1750476
Argentina,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.1281448
Colombia,root,UrbanLandAEZ11,UrbanLandAEZ11,1975,0.01297
USA,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,12.7892351
Africa_Eastern,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.0046704
Australia_NZ,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,2.5541663
Brazil,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,2.8249311
Central America and Caribbean,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.0811361
Central Asia,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.0554024
China,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,6.4163525
EU-15,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,1.9838475
Europe_Non_EU,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.0040381
India,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.0412499
Japan,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,3.0528131
Mexico,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.0364303
Pakistan,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.1020026
South America_Southern,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.6861846
South Asia,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.0075596
Southeast Asia,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.0244643
Argentina,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,1.8212712
Colombia,root,UrbanLandAEZ12,UrbanLandAEZ12,1975,0.0221692
USA,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,0.0182029
Canada,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,0.0180829
Central Asia,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,1.0011354
China,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,8.64e-05
EU-15,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,0.0023678
European Free Trade Association,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,0
India,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,6.11e-05
Pakistan,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,0.0046299
Russia,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,0.060284
South America_Southern,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,0.0036159
South Asia,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,0.0041763
Argentina,root,UrbanLandAEZ13,UrbanLandAEZ13,1975,0.0084792
USA,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0379907
Canada,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0157809
Central Asia,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.2825493
China,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0008653
EU-15,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0390435
Europe_Non_EU,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0017489
European Free Trade Association,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0600802
India,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0
Pakistan,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0038565
Russia,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.7998173
South America_Southern,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0129429
South Asia,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0023058
Argentina,root,UrbanLandAEZ14,UrbanLandAEZ14,1975,0.0064547
USA,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.1008622
Australia_NZ,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.0001817
Canada,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.2542986
Central Asia,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.0605183
China,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.0337177
EU-12,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.043376
EU-15,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.8534764
Europe_Non_EU,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.0041575
European Free Trade Association,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.3029208
India,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0
Japan,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0
Russia,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,3.1818593
South America_Southern,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.1324481
South Asia,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0
Southeast Asia,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.0106462
Argentina,root,UrbanLandAEZ15,UrbanLandAEZ15,1975,0.0016939
USA,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.0049374
Australia_NZ,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.0086192
Canada,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.0485887
Central Asia,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.0023687
China,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.0120257
EU-12,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.0307334
EU-15,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.1294911
Europe_Eastern,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.000291
Europe_Non_EU,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,6.79e-05
European Free Trade Association,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.0763903
India,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0
Russia,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.007234
South America_Southern,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.0354382
South Asia,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0.0005055
Southeast Asia,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0
Argentina,root,UrbanLandAEZ16,UrbanLandAEZ16,1975,0
Australia_NZ,root,UrbanLandAEZ17,UrbanLandAEZ17,1975,0.0004219
China,root,UrbanLandAEZ17,UrbanLandAEZ17,1975,0
South America_Southern,root,UrbanLandAEZ17,UrbanLandAEZ17,1975,0
South America_Southern,root,UrbanLandAEZ18,UrbanLandAEZ18,1975,0
Africa_Eastern,root,TundraAEZ01,TundraAEZ01,1975,0
Africa_Northern,root,TundraAEZ01,TundraAEZ01,1975,0
Africa_Southern,root,TundraAEZ01,TundraAEZ01,1975,0
Africa_Western,root,TundraAEZ01,TundraAEZ01,1975,0
Australia_NZ,root,TundraAEZ01,TundraAEZ01,1975,0
Brazil,root,TundraAEZ01,TundraAEZ01,1975,0
India,root,TundraAEZ01,TundraAEZ01,1975,0
Mexico,root,TundraAEZ01,TundraAEZ01,1975,0
Middle East,root,TundraAEZ01,TundraAEZ01,1975,0
Pakistan,root,TundraAEZ01,TundraAEZ01,1975,0
South Africa,root,TundraAEZ01,TundraAEZ01,1975,0
South America_Northern,root,TundraAEZ01,TundraAEZ01,1975,0.79865
South America_Southern,root,TundraAEZ01,TundraAEZ01,1975,0.6827025
Africa_Eastern,root,TundraAEZ02,TundraAEZ02,1975,0
Africa_Northern,root,TundraAEZ02,TundraAEZ02,1975,0
Africa_Southern,root,TundraAEZ02,TundraAEZ02,1975,0
Africa_Western,root,TundraAEZ02,TundraAEZ02,1975,0
Australia_NZ,root,TundraAEZ02,TundraAEZ02,1975,0
Brazil,root,TundraAEZ02,TundraAEZ02,1975,0
India,root,TundraAEZ02,TundraAEZ02,1975,0
Mexico,root,TundraAEZ02,TundraAEZ02,1975,0.0414098
Middle East,root,TundraAEZ02,TundraAEZ02,1975,0
South Africa,root,TundraAEZ02,TundraAEZ02,1975,0
South America_Northern,root,TundraAEZ02,TundraAEZ02,1975,0.12741
South America_Southern,root,TundraAEZ02,TundraAEZ02,1975,0.3211245
Colombia,root,TundraAEZ02,TundraAEZ02,1975,0.1540773
Africa_Eastern,root,TundraAEZ03,TundraAEZ03,1975,0
Africa_Northern,root,TundraAEZ03,TundraAEZ03,1975,0
Africa_Southern,root,TundraAEZ03,TundraAEZ03,1975,0
Africa_Western,root,TundraAEZ03,TundraAEZ03,1975,0
Australia_NZ,root,TundraAEZ03,TundraAEZ03,1975,0
Brazil,root,TundraAEZ03,TundraAEZ03,1975,0
India,root,TundraAEZ03,TundraAEZ03,1975,0
Mexico,root,TundraAEZ03,TundraAEZ03,1975,0
Middle East,root,TundraAEZ03,TundraAEZ03,1975,0
South Africa,root,TundraAEZ03,TundraAEZ03,1975,0
South America_Northern,root,TundraAEZ03,TundraAEZ03,1975,0.4992276
South America_Southern,root,TundraAEZ03,TundraAEZ03,1975,0.3149867
South Asia,root,TundraAEZ03,TundraAEZ03,1975,0
Colombia,root,TundraAEZ03,TundraAEZ03,1975,0.2385957
Africa_Eastern,root,TundraAEZ04,TundraAEZ04,1975,0
Africa_Northern,root,TundraAEZ04,TundraAEZ04,1975,0
Africa_Southern,root,TundraAEZ04,TundraAEZ04,1975,0
Africa_Western,root,TundraAEZ04,TundraAEZ04,1975,0
Australia_NZ,root,TundraAEZ04,TundraAEZ04,1975,0
Brazil,root,TundraAEZ04,TundraAEZ04,1975,0.5858284
Central America and Caribbean,root,TundraAEZ04,TundraAEZ04,1975,0
China,root,TundraAEZ04,TundraAEZ04,1975,0
EU-15,root,TundraAEZ04,TundraAEZ04,1975,0
India,root,TundraAEZ04,TundraAEZ04,1975,0
Indonesia,root,TundraAEZ04,TundraAEZ04,1975,0
Mexico,root,TundraAEZ04,TundraAEZ04,1975,0
South Africa,root,TundraAEZ04,TundraAEZ04,1975,0
South America_Northern,root,TundraAEZ04,TundraAEZ04,1975,0.409883
South America_Southern,root,TundraAEZ04,TundraAEZ04,1975,0
South Asia,root,TundraAEZ04,TundraAEZ04,1975,0
Southeast Asia,root,TundraAEZ04,TundraAEZ04,1975,0
Colombia,root,TundraAEZ04,TundraAEZ04,1975,0
Africa_Eastern,root,TundraAEZ05,TundraAEZ05,1975,0
Africa_Southern,root,TundraAEZ05,TundraAEZ05,1975,0
Africa_Western,root,TundraAEZ05,TundraAEZ05,1975,0
Australia_NZ,root,TundraAEZ05,TundraAEZ05,1975,0
Brazil,root,TundraAEZ05,TundraAEZ05,1975,0.9194181
Central America and Caribbean,root,TundraAEZ05,TundraAEZ05,1975,0
China,root,TundraAEZ05,TundraAEZ05,1975,0
India,root,TundraAEZ05,TundraAEZ05,1975,0
Indonesia,root,TundraAEZ05,TundraAEZ05,1975,0
Mexico,root,TundraAEZ05,TundraAEZ05,1975,0
South Africa,root,TundraAEZ05,TundraAEZ05,1975,0
South America_Northern,root,TundraAEZ05,TundraAEZ05,1975,1.0775026
South America_Southern,root,TundraAEZ05,TundraAEZ05,1975,0.7978356
South Asia,root,TundraAEZ05,TundraAEZ05,1975,0
Southeast Asia,root,TundraAEZ05,TundraAEZ05,1975,0
Colombia,root,TundraAEZ05,TundraAEZ05,1975,0.0198527
