region,GCAM_commodity,year,area
Africa_Eastern,SugarCrop,2011,3.65377
Africa_Northern,SugarCrop,2011,3.49194
Africa_Southern,SugarCrop,2011,2.11603
Africa_Western,SugarCrop,2011,3.78699
Argentina,SugarCrop,2011,3.05225
Australia_NZ,SugarCrop,2011,3.08104
Brazil,SugarCrop,2011,96.01316
Canada,SugarCrop,2011,0.121
Central America and Caribbean,SugarCrop,2011,12.41387
Central Asia,SugarCrop,2011,0.44508
China,SugarCrop,2011,19.56975
Colombia,SugarCrop,2011,3.82789
EU-12,SugarCrop,2011,2.73158
EU-15,SugarCrop,2011,11.8433
Europe_Eastern,SugarCrop,2011,6.39527
Europe_Non_EU,SugarCrop,2011,3.73218
European Free Trade Association,SugarCrop,2011,0.19378
India,SugarCrop,2011,49.4439
Indonesia,SugarCrop,2011,4.35
Japan,SugarCrop,2011,0.831
Mexico,SugarCrop,2011,7.13854
Middle East,SugarCrop,2011,2.05342
Pakistan,SugarCrop,2011,9.885
Russia,SugarCrop,2011,12.16244
South Africa,SugarCrop,2011,2.52804
South America_Northern,SugarCrop,2011,1.57279
South America_Southern,SugarCrop,2011,4.45433
South Asia,SugarCrop,2011,1.96059
Southeast Asia,SugarCrop,2011,22.15467
USA,SugarCrop,2011,8.44094
Africa_Eastern,Wheat,2011,18.16993
Africa_Northern,Wheat,2011,70.32322
Africa_Southern,Wheat,2011,1.94169
Africa_Western,Wheat,2011,1.59114
Argentina,Wheat,2011,45.82575
Australia_NZ,Wheat,2011,135.54384
Brazil,Wheat,2011,21.38916
Canada,Wheat,2011,85.525
Central America and Caribbean,Wheat,2011,0.02857
Central Asia,Wheat,2011,177.31008
China,Wheat,2011,242.72245
Colombia,Wheat,2011,0.07989
EU-12,Wheat,2011,77.12145
EU-15,Wheat,2011,152.96664
Europe_Eastern,Wheat,2011,76.03095
Europe_Non_EU,Wheat,2011,88.33776
European Free Trade Association,Wheat,2011,1.61758
India,Wheat,2011,290.686
Japan,Wheat,2011,2.115
Mexico,Wheat,2011,6.62221
Middle East,Wheat,2011,97.69667
Pakistan,Wheat,2011,89.007
Russia,Wheat,2011,248.35516
South Africa,Wheat,2011,6.047
South America_Northern,Wheat,2011,0.00068
South America_Southern,Wheat,2011,15.99712
South Asia,Wheat,2011,33.75555
South Korea,Wheat,2011,0.26088
Southeast Asia,Wheat,2011,0.96734
USA,Wheat,2011,184.96174
Africa_Eastern,Corn,2012,63.31879
Africa_Northern,Corn,2012,11.61465
Africa_Southern,Corn,2012,106.28744
Africa_Western,Corn,2012,174.60612
Argentina,Corn,2012,36.963
Australia_NZ,Corn,2012,1.05081
Brazil,Corn,2012,141.98496
Canada,Corn,2012,14.38852
Central America and Caribbean,Corn,2012,23.26594
Central Asia,Corn,2012,4.29305
China,Corn,2012,350.55965
Colombia,Corn,2012,6.44651
EU-12,Corn,2012,52.26674
EU-15,Corn,2012,42.70092
Europe_Eastern,Corn,2012,50.29457
Europe_Non_EU,Corn,2012,21.78633
European Free Trade Association,Corn,2012,0.16355
India,Corn,2012,87.1
Indonesia,Corn,2012,40.56515
Japan,Corn,2012,0.25065
Mexico,Corn,2012,69.84885
Middle East,Corn,2012,5.78934
Pakistan,Corn,2012,10.5954
Russia,Corn,2012,19.37542
South Africa,Corn,2012,27.332
South America_Northern,Corn,2012,6.02415
South America_Southern,Corn,2012,26.80836
South Asia,Corn,2012,12.94343
South Korea,Corn,2012,0.34002
Southeast Asia,Corn,2012,56.41362
USA,Corn,2012,355.90525
Africa_Eastern,FiberCrop,2012,4.79304
Africa_Northern,FiberCrop,2012,1.58211
Africa_Southern,FiberCrop,2012,15.05777
Africa_Western,FiberCrop,2012,25.0143
Argentina,FiberCrop,2012,5.31221
Australia_NZ,FiberCrop,2012,5.96497
Brazil,FiberCrop,2012,16.3159
Central America and Caribbean,FiberCrop,2012,0.29285
Central Asia,FiberCrop,2012,22.39214
China,FiberCrop,2012,47.79751
Colombia,FiberCrop,2012,0.46122
EU-12,FiberCrop,2012,0.01548
EU-15,FiberCrop,2012,4.41335
Europe_Eastern,FiberCrop,2012,0.59289
Europe_Non_EU,FiberCrop,2012,4.89236
India,FiberCrop,2012,127.8
Indonesia,FiberCrop,2012,0.09865
Japan,FiberCrop,2012,0
Mexico,FiberCrop,2012,1.66075
Middle East,FiberCrop,2012,3.32995
Pakistan,FiberCrop,2012,28.78814
Russia,FiberCrop,2012,0.50155
South Africa,FiberCrop,2012,0.11397
South America_Northern,FiberCrop,2012,0.13099
South America_Southern,FiberCrop,2012,2.32736
South Asia,FiberCrop,2012,8.20377
South Korea,FiberCrop,2012,0.0002
Southeast Asia,FiberCrop,2012,2.31593
USA,FiberCrop,2012,37.7244
Africa_Eastern,FodderHerb,2012,2.08374
Africa_Northern,FodderHerb,2012,0.10885
Australia_NZ,FodderHerb,2012,0.36
Central Asia,FodderHerb,2012,0
EU-12,FodderHerb,2012,0.06781
EU-15,FodderHerb,2012,1.1616
Europe_Eastern,FodderHerb,2012,0.43203
Europe_Non_EU,FodderHerb,2012,1.14531
Mexico,FodderHerb,2012,0.07761
Middle East,FodderHerb,2012,0.18267
Russia,FodderHerb,2012,0.92283
Africa_Eastern,MiscCrop,2012,87.92068
Africa_Northern,MiscCrop,2012,38.19654
Africa_Southern,MiscCrop,2012,69.16803
Africa_Western,MiscCrop,2012,187.93606
Argentina,MiscCrop,2012,10.82648
Australia_NZ,MiscCrop,2012,22.74401
Brazil,MiscCrop,2012,86.77195
Canada,MiscCrop,2012,28.43317
Central America and Caribbean,MiscCrop,2012,37.1334
Central Asia,MiscCrop,2012,16.73228
China,MiscCrop,2012,307.84055
Colombia,MiscCrop,2012,12.53999
EU-12,MiscCrop,2012,18.30725
EU-15,MiscCrop,2012,68.17296
Europe_Eastern,MiscCrop,2012,15.62664
Europe_Non_EU,MiscCrop,2012,40.51854
European Free Trade Association,MiscCrop,2012,0.51828
India,MiscCrop,2012,380.83493
Indonesia,MiscCrop,2012,45.86296
Japan,MiscCrop,2012,4.57619
Mexico,MiscCrop,2012,41.36262
Middle East,MiscCrop,2012,48.9041
Pakistan,MiscCrop,2012,23.76906
Russia,MiscCrop,2012,23.29469
South Africa,MiscCrop,2012,4.54713
South America_Northern,MiscCrop,2012,3.94743
South America_Southern,MiscCrop,2012,23.87881
South Asia,MiscCrop,2012,20.55692
South Korea,MiscCrop,2012,6.57396
Southeast Asia,MiscCrop,2012,97.161
USA,MiscCrop,2012,38.57841
Africa_Eastern,OilCrop,2012,58.64073
Africa_Northern,OilCrop,2012,35.86257
Africa_Southern,OilCrop,2012,46.30988
Africa_Western,OilCrop,2012,119.69667
Argentina,OilCrop,2012,200.35532
Australia_NZ,OilCrop,2012,26.11325
Brazil,OilCrop,2012,253.12441
Canada,OilCrop,2012,111.138
Central America and Caribbean,OilCrop,2012,1.87889
Central Asia,OilCrop,2012,17.528
China,OilCrop,2012,210.98035
Colombia,OilCrop,2012,0.36354
EU-12,OilCrop,2012,44.36492
EU-15,OilCrop,2012,101.55632
Europe_Eastern,OilCrop,2012,80.2266
Europe_Non_EU,OilCrop,2012,20.98568
European Free Trade Association,OilCrop,2012,0.32379
India,OilCrop,2012,257.61
Indonesia,OilCrop,2012,11.31956
Japan,OilCrop,2012,1.39911
Mexico,OilCrop,2012,4.46302
Middle East,OilCrop,2012,13.80842
Pakistan,OilCrop,2012,6.12275
Russia,OilCrop,2012,91.60329
South Africa,OilCrop,2012,10.231
South America_Northern,OilCrop,2012,1.16079
South America_Southern,OilCrop,2012,57.23488
South Asia,OilCrop,2012,6.43292
South Korea,OilCrop,2012,2.22424
Southeast Asia,OilCrop,2012,38.92909
USA,OilCrop,2012,331.43321
Africa_Eastern,OtherGrain,2012,111.29104
Africa_Northern,OtherGrain,2012,41.44483
Africa_Southern,OtherGrain,2012,28.01107
Africa_Western,OtherGrain,2012,298.68238
Argentina,OtherGrain,2012,29.15155
Australia_NZ,OtherGrain,2012,54.26032
Brazil,OtherGrain,2012,10.86731
Canada,OtherGrain,2012,40.33496
Central America and Caribbean,OtherGrain,2012,3.28312
Central Asia,OtherGrain,2012,26.49001
China,OtherGrain,2012,31.42372
Colombia,OtherGrain,2012,0.23866
EU-12,OtherGrain,2012,63.39649
EU-15,OtherGrain,2012,121.87538
Europe_Eastern,OtherGrain,2012,61.70324
Europe_Non_EU,OtherGrain,2012,33.15289
European Free Trade Association,OtherGrain,2012,2.68953
India,OtherGrain,2012,176.45
Japan,OtherGrain,2012,1.21836
Mexico,OtherGrain,2012,21.96585
Middle East,OtherGrain,2012,41.31802
Pakistan,OtherGrain,2012,7.311
Russia,OtherGrain,2012,135.41046
South Africa,OtherGrain,2012,1.82967
South America_Northern,OtherGrain,2012,0.71676
South America_Southern,OtherGrain,2012,9.61248
South Asia,OtherGrain,2012,6.47442
South Korea,OtherGrain,2012,0.54408
Southeast Asia,OtherGrain,2012,5.70689
USA,OtherGrain,2012,40.1573
Africa_Eastern,PalmFruit,2012,1.22332
Africa_Southern,PalmFruit,2012,7.922
Africa_Western,PalmFruit,2012,47.42367
Brazil,PalmFruit,2012,3.70877
Central America and Caribbean,PalmFruit,2012,4.43365
China,PalmFruit,2012,0.80894
Colombia,PalmFruit,2012,2.51722
EU-15,PalmFruit,2012,0.04806
Europe_Non_EU,PalmFruit,2012,0
India,PalmFruit,2012,21.37
Indonesia,PalmFruit,2012,96.5
Mexico,PalmFruit,2012,2.10249
Pakistan,PalmFruit,2012,0.01485
South America_Northern,PalmFruit,2012,0.63949
South America_Southern,PalmFruit,2012,2.57639
South Asia,PalmFruit,2012,4.60528
Southeast Asia,PalmFruit,2012,105.4858
USA,PalmFruit,2012,0.00328
Africa_Eastern,Rice,2012,14.59345
Africa_Northern,Rice,2012,6.29615
Africa_Southern,Rice,2012,12.7737
Africa_Western,Rice,2012,89.09235
Argentina,Rice,2012,2.35372
Australia_NZ,Rice,2012,1.03115
Brazil,Rice,2012,24.13288
Central America and Caribbean,Rice,2012,7.06765
Central Asia,Rice,2012,2.88436
China,Rice,2012,303.97873
Colombia,Rice,2012,4.82198
EU-12,Rice,2012,0.24137
EU-15,Rice,2012,4.3201
Europe_Eastern,Rice,2012,0.258
Europe_Non_EU,Rice,2012,1.19664
India,Rice,2012,427.54
Indonesia,Rice,2012,134.45524
Japan,Rice,2012,15.81
Mexico,Rice,2012,0.31795
Middle East,Rice,2012,6.49471
Pakistan,Rice,2012,23.088
Russia,Rice,2012,1.916
South Africa,Rice,2012,0.011
South America_Northern,Rice,2012,4.04272
South America_Southern,Rice,2012,12.04953
South Asia,Rice,2012,142.47259
South Korea,Rice,2012,16.98344
Southeast Asia,Rice,2012,351.38332
USA,Rice,2012,10.8419
Africa_Eastern,Root_Tuber,2012,35.71727
Africa_Northern,Root_Tuber,2012,4.31398
Africa_Southern,Root_Tuber,2012,46.48426
Africa_Western,Root_Tuber,2012,260.96146
Argentina,Root_Tuber,2012,1.11869
Australia_NZ,Root_Tuber,2012,0.48346
Brazil,Root_Tuber,2012,18.93477
Canada,Root_Tuber,2012,1.46119
Central America and Caribbean,Root_Tuber,2012,5.88693
Central Asia,Root_Tuber,2012,5.42388
China,Root_Tuber,2012,82.07103
Colombia,Root_Tuber,2012,3.63258
EU-12,Root_Tuber,2012,7.27718
EU-15,Root_Tuber,2012,9.25287
Europe_Eastern,Root_Tuber,2012,18.00455
Europe_Non_EU,Root_Tuber,2012,2.81715
European Free Trade Association,Root_Tuber,2012,0.24048
India,Root_Tuber,2012,22.441
Indonesia,Root_Tuber,2012,13.73972
Japan,Root_Tuber,2012,1.4088
Mexico,Root_Tuber,2012,0.71272
Middle East,Root_Tuber,2012,3.35646
Pakistan,Root_Tuber,2012,1.86578
Russia,Root_Tuber,2012,21.9717
South Africa,Root_Tuber,2012,0.82024
South America_Northern,Root_Tuber,2012,0.64776
South America_Southern,Root_Tuber,2012,9.30235
South Asia,Root_Tuber,2012,7.05533
South Korea,Root_Tuber,2012,0.95854
Southeast Asia,Root_Tuber,2012,31.44949
USA,Root_Tuber,2012,5.12773
Africa_Eastern,SugarCrop,2012,3.75603
Africa_Northern,SugarCrop,2012,3.53954
Africa_Southern,SugarCrop,2012,2.35616
Africa_Western,SugarCrop,2012,3.76281
Argentina,SugarCrop,2012,3.6
Australia_NZ,SugarCrop,2012,3.38626
Brazil,SugarCrop,2012,97.05388
Canada,SugarCrop,2012,0.101
Central America and Caribbean,SugarCrop,2012,11.27742
Central Asia,SugarCrop,2012,0.4352
China,SugarCrop,2012,20.39113
Colombia,SugarCrop,2012,3.97896
EU-12,SugarCrop,2012,2.96753
EU-15,SugarCrop,2012,11.6503
Europe_Eastern,SugarCrop,2012,5.77898
Europe_Non_EU,SugarCrop,2012,3.02807
European Free Trade Association,SugarCrop,2012,0.19211
India,SugarCrop,2012,50.4
Indonesia,SugarCrop,2012,4.42658
Japan,SugarCrop,2012,0.823
Mexico,SugarCrop,2012,7.35167
Middle East,SugarCrop,2012,2.06381
Pakistan,SugarCrop,2012,10.589
Russia,SugarCrop,2012,11.02004
South Africa,SugarCrop,2012,2.57094
South America_Northern,SugarCrop,2012,1.60563
South America_Southern,SugarCrop,2012,4.7691
South Asia,SugarCrop,2012,1.89425
Southeast Asia,SugarCrop,2012,22.53399
USA,SugarCrop,2012,8.5248
Africa_Eastern,Wheat,2012,20.24078
Africa_Northern,Wheat,2012,74.32606
Africa_Southern,Wheat,2012,2.05344
Africa_Western,Wheat,2012,1.30399
Argentina,Wheat,2012,45.60213
Australia_NZ,Wheat,2012,139.5689
Brazil,Wheat,2012,19.12711
Canada,Wheat,2012,94.791
Central America and Caribbean,Wheat,2012,0.02838
Central Asia,Wheat,2012,165.22117
China,Wheat,2012,242.70311
Colombia,Wheat,2012,0.05916
EU-12,Wheat,2012,78.61956
EU-15,Wheat,2012,151.36782
Europe_Eastern,Wheat,2012,66.56782
Europe_Non_EU,Wheat,2012,84.46143
European Free Trade Association,Wheat,2012,1.56242
India,Wheat,2012,298.6
Japan,Wheat,2012,2.092
Mexico,Wheat,2012,5.78836
Middle East,Wheat,2012,98.22773
Pakistan,Wheat,2012,86.498
Russia,Wheat,2012,212.77882
South Africa,Wheat,2012,5.11
South America_Northern,Wheat,2012,0.00073
South America_Southern,Wheat,2012,17.57883
South Asia,Wheat,2012,36.3774
South Korea,Wheat,2012,0.18934
Southeast Asia,Wheat,2012,1.00713
USA,Wheat,2012,197.97644
Africa_Eastern,Corn,2013,63.59915
Africa_Northern,Corn,2013,12.10285
Africa_Southern,Corn,2013,116.00805
Africa_Western,Corn,2013,176.44156
Argentina,Corn,2013,48.63801
Australia_NZ,Corn,2013,1.13058
Brazil,Corn,2013,152.79652
Canada,Corn,2013,15.00994
Central America and Caribbean,Corn,2013,26.35966
Central Asia,Corn,2013,4.75384
China,Corn,2013,363.50411
Colombia,Corn,2013,6.29857
EU-12,Corn,2013,51.20035
EU-15,Corn,2013,43.54457
Europe_Eastern,Corn,2013,54.86683
Europe_Non_EU,Corn,2013,22.02543
European Free Trade Association,Corn,2013,0.15354
India,Corn,2013,94.3
Indonesia,Corn,2013,39.17004
Japan,Corn,2013,0.24466
Mexico,Corn,2013,71.559
Middle East,Corn,2013,5.96551
Pakistan,Corn,2013,11.6848
Russia,Corn,2013,23.2186
South Africa,Corn,2013,28.167
South America_Northern,Corn,2013,6.44055
South America_Southern,Corn,2013,27.97638
South Asia,Corn,2013,13.18959
South Korea,Corn,2013,0.3181
Southeast Asia,Corn,2013,56.47865
USA,Corn,2013,356.11385
Africa_Eastern,FiberCrop,2013,3.47636
Africa_Northern,FiberCrop,2013,1.38664
Africa_Southern,FiberCrop,2013,11.90882
Africa_Western,FiberCrop,2013,26.77424
Argentina,FiberCrop,2013,3.45755
Australia_NZ,FiberCrop,2013,4.44
Brazil,FiberCrop,2013,11.21027
Central America and Caribbean,FiberCrop,2013,0.32082
Central Asia,FiberCrop,2013,22.3638
China,FiberCrop,2013,44.28469
Colombia,FiberCrop,2013,0.30682
EU-12,FiberCrop,2013,0.01237
EU-15,FiberCrop,2013,4.08503
Europe_Eastern,FiberCrop,2013,0.54809
Europe_Non_EU,FiberCrop,2013,4.5163
India,FiberCrop,2013,124.9
Indonesia,FiberCrop,2013,0.07465
Japan,FiberCrop,2013,0
Mexico,FiberCrop,2013,1.31522
Middle East,FiberCrop,2013,2.85824
Pakistan,FiberCrop,2013,27.47452
Russia,FiberCrop,2013,0.46042
South Africa,FiberCrop,2013,0.08827
South America_Northern,FiberCrop,2013,0.1047
South America_Southern,FiberCrop,2013,2.08236
South Asia,FiberCrop,2013,7.45853
South Korea,FiberCrop,2013,0.0002
Southeast Asia,FiberCrop,2013,2.41825
USA,FiberCrop,2013,30.5314
Africa_Eastern,FodderHerb,2013,1.72541
Africa_Northern,FodderHerb,2013,0.03078
Australia_NZ,FodderHerb,2013,0.348
Central Asia,FodderHerb,2013,0
EU-12,FodderHerb,2013,0.0688
EU-15,FodderHerb,2013,0.88431
Europe_Eastern,FodderHerb,2013,0.37369
Europe_Non_EU,FodderHerb,2013,1.05371
Mexico,FodderHerb,2013,0.08032
Middle East,FodderHerb,2013,0.15894
Russia,FodderHerb,2013,0.75463
Africa_Eastern,MiscCrop,2013,90.74671
Africa_Northern,MiscCrop,2013,38.72118
Africa_Southern,MiscCrop,2013,74.35763
Africa_Western,MiscCrop,2013,198.32129
Argentina,MiscCrop,2013,8.95875
Australia_NZ,MiscCrop,2013,21.584
Brazil,MiscCrop,2013,85.78626
Canada,MiscCrop,2013,27.50573
Central America and Caribbean,MiscCrop,2013,36.51163
Central Asia,MiscCrop,2013,17.49103
China,MiscCrop,2013,309.21802
Colombia,MiscCrop,2013,13.47855
EU-12,MiscCrop,2013,17.97951
EU-15,MiscCrop,2013,67.84942
Europe_Eastern,MiscCrop,2013,15.23566
Europe_Non_EU,MiscCrop,2013,41.26953
European Free Trade Association,MiscCrop,2013,0.51858
India,MiscCrop,2013,384.36177
Indonesia,MiscCrop,2013,44.84213
Japan,MiscCrop,2013,4.53334
Mexico,MiscCrop,2013,43.33122
Middle East,MiscCrop,2013,51.57129
Pakistan,MiscCrop,2013,23.64696
Russia,MiscCrop,2013,21.25182
South Africa,MiscCrop,2013,4.4247
South America_Northern,MiscCrop,2013,3.91599
South America_Southern,MiscCrop,2013,23.97243
South Asia,MiscCrop,2013,20.22481
South Korea,MiscCrop,2013,6.5157
Southeast Asia,MiscCrop,2013,98.79869
USA,MiscCrop,2013,37.65021
Africa_Eastern,OilCrop,2013,75.77628
Africa_Northern,OilCrop,2013,35.87185
Africa_Southern,OilCrop,2013,56.97144
Africa_Western,OilCrop,2013,124.52576
Argentina,OilCrop,2013,216.80602
Australia_NZ,OilCrop,2013,34.10604
Brazil,OilCrop,2013,282.06253
Canada,OilCrop,2013,106.938
Central America and Caribbean,OilCrop,2013,2.13129
Central Asia,OilCrop,2013,20.19849
China,OilCrop,2013,207.48183
Colombia,OilCrop,2013,0.36889
EU-12,OilCrop,2013,49.62575
EU-15,OilCrop,2013,104.84823
Europe_Eastern,OilCrop,2013,83.18096
Europe_Non_EU,OilCrop,2013,21.6635
European Free Trade Association,OilCrop,2013,0.31273
India,OilCrop,2013,274.2052
Indonesia,OilCrop,2013,10.74149
Japan,OilCrop,2013,1.37381
Mexico,OilCrop,2013,3.71656
Middle East,OilCrop,2013,13.24344
Pakistan,OilCrop,2013,6.18234
Russia,OilCrop,2013,97.27145
South Africa,OilCrop,2013,11.48065
South America_Northern,OilCrop,2013,1.04843
South America_Southern,OilCrop,2013,59.63373
South Asia,OilCrop,2013,6.74356
South Korea,OilCrop,2013,2.1729
Southeast Asia,OilCrop,2013,38.68814
USA,OilCrop,2013,325.58498
Africa_Eastern,OtherGrain,2013,156.74094
Africa_Northern,OtherGrain,2013,39.48956
Africa_Southern,OtherGrain,2013,27.71193
Africa_Western,OtherGrain,2013,305.34718
Argentina,OtherGrain,2013,23.85763
Australia_NZ,OtherGrain,2013,52.7688
Brazil,OtherGrain,2013,11.85934
Canada,OtherGrain,2013,39.99584
Central America and Caribbean,OtherGrain,2013,3.4059
Central Asia,OtherGrain,2013,30.11263
China,OtherGrain,2013,30.0482
Colombia,OtherGrain,2013,0.15368
EU-12,OtherGrain,2013,63.26876
EU-15,OtherGrain,2013,123.52915
Europe_Eastern,OtherGrain,2013,57.46996
Europe_Non_EU,OtherGrain,2013,32.89865
European Free Trade Association,OtherGrain,2013,2.72904
India,OtherGrain,2013,160.84
Japan,OtherGrain,2013,1.21249
Mexico,OtherGrain,2013,20.39637
Middle East,OtherGrain,2013,45.21952
Pakistan,OtherGrain,2013,7.46174
Russia,OtherGrain,2013,144.05695
South Africa,OtherGrain,2013,1.76645
South America_Northern,OtherGrain,2013,0.65711
South America_Southern,OtherGrain,2013,12.97786
South Asia,OtherGrain,2013,6.41649
South Korea,OtherGrain,2013,0.61962
Southeast Asia,OtherGrain,2013,5.80637
USA,OtherGrain,2013,47.5166
Africa_Eastern,PalmFruit,2013,1.20047
Africa_Southern,PalmFruit,2013,7.912
Africa_Western,PalmFruit,2013,44.41089
Brazil,PalmFruit,2013,3.66097
Central America and Caribbean,PalmFruit,2013,4.85974
China,PalmFruit,2013,0.82504
Colombia,PalmFruit,2013,2.68913
EU-15,PalmFruit,2013,0.04911
Europe_Non_EU,PalmFruit,2013,0
India,PalmFruit,2013,21.4
Indonesia,PalmFruit,2013,101
Mexico,PalmFruit,2013,2.22094
Pakistan,PalmFruit,2013,0.01484
South America_Northern,PalmFruit,2013,0.67626
South America_Southern,PalmFruit,2013,2.8757
South Asia,PalmFruit,2013,4.38163
Southeast Asia,PalmFruit,2013,106.77867
USA,PalmFruit,2013,0.00351
Africa_Eastern,Rice,2013,11.50439
Africa_Northern,Rice,2013,6.02279
Africa_Southern,Rice,2013,14.65588
Africa_Western,Rice,2013,96.56638
Argentina,Rice,2013,2.327
Australia_NZ,Rice,2013,1.13638
Brazil,Rice,2013,23.53152
Central America and Caribbean,Rice,2013,6.82687
Central Asia,Rice,2013,2.69787
China,Rice,2013,305.81915
Colombia,Rice,2013,5.20337
EU-12,Rice,2013,0.24433
EU-15,Rice,2013,4.06804
Europe_Eastern,Rice,2013,0.242
Europe_Non_EU,Rice,2013,1.10592
India,Rice,2013,441.3595
Indonesia,Rice,2013,138.35252
Japan,Rice,2013,15.99
Mexico,Rice,2013,0.33137
Middle East,Rice,2013,6.60805
Pakistan,Rice,2013,27.89169
Russia,Rice,2013,1.88981
South Africa,Rice,2013,0.0115
South America_Northern,Rice,2013,4.38004
South America_Southern,Rice,2013,12.5022
South Asia,Rice,2013,142.06857
South Korea,Rice,2013,16.6525
Southeast Asia,Rice,2013,349.5532
USA,Rice,2013,9.99214
Africa_Eastern,Root_Tuber,2013,35.48948
Africa_Northern,Root_Tuber,2013,4.28813
Africa_Southern,Root_Tuber,2013,50.86378
Africa_Western,Root_Tuber,2013,274.39543
Argentina,Root_Tuber,2013,1.13137
Australia_NZ,Root_Tuber,2013,0.46695
Brazil,Root_Tuber,2013,17.18076
Canada,Root_Tuber,2013,1.39635
Central America and Caribbean,Root_Tuber,2013,6.1231
Central Asia,Root_Tuber,2013,5.39421
China,Root_Tuber,2013,81.20054
Colombia,Root_Tuber,2013,3.97946
EU-12,Root_Tuber,2013,6.6775
EU-15,Root_Tuber,2013,9.47892
Europe_Eastern,Root_Tuber,2013,17.23298
Europe_Non_EU,Root_Tuber,2013,2.3226
European Free Trade Association,Root_Tuber,2013,0.24173
India,Root_Tuber,2013,23.11
Indonesia,Root_Tuber,2013,12.97789
Japan,Root_Tuber,2013,1.3865
Mexico,Root_Tuber,2013,0.65176
Middle East,Root_Tuber,2013,2.97844
Pakistan,Root_Tuber,2013,1.75843
Russia,Root_Tuber,2013,20.87824
South Africa,Root_Tuber,2013,0.83569
South America_Northern,Root_Tuber,2013,0.66148
South America_Southern,Root_Tuber,2013,9.6353
South Asia,Root_Tuber,2013,7.30106
South Korea,Root_Tuber,2013,0.99274
Southeast Asia,Root_Tuber,2013,31.27841
USA,Root_Tuber,2013,4.71856
Africa_Eastern,SugarCrop,2013,3.92983
Africa_Northern,SugarCrop,2013,3.84911
Africa_Southern,SugarCrop,2013,2.30254
Africa_Western,SugarCrop,2013,3.95321
Argentina,SugarCrop,2013,3.7
Australia_NZ,SugarCrop,2013,3.29303
Brazil,SugarCrop,2013,101.95166
Canada,SugarCrop,2013,0.089
Central America and Caribbean,SugarCrop,2013,11.73581
Central Asia,SugarCrop,2013,0.41112
China,SugarCrop,2013,20.06783
Colombia,SugarCrop,2013,4.07482
EU-12,SugarCrop,2013,2.78552
EU-15,SugarCrop,2013,11.02687
Europe_Eastern,SugarCrop,2013,3.98255
Europe_Non_EU,SugarCrop,2013,3.79732
European Free Trade Association,SugarCrop,2013,0.19893
India,SugarCrop,2013,50
Indonesia,SugarCrop,2013,4.70941
Japan,SugarCrop,2013,0.801
Mexico,SugarCrop,2013,7.82861
Middle East,SugarCrop,2013,1.80563
Pakistan,SugarCrop,2013,11.74852
Russia,SugarCrop,2013,8.89506
South Africa,SugarCrop,2013,2.65939
South America_Northern,SugarCrop,2013,1.6253
South America_Southern,SugarCrop,2013,4.82934
South Asia,SugarCrop,2013,1.99207
Southeast Asia,SugarCrop,2013,23.17312
USA,SugarCrop,2013,8.356
Africa_Eastern,Wheat,2013,19.60923
Africa_Northern,Wheat,2013,72.72464
Africa_Southern,Wheat,2013,2.06848
Africa_Western,Wheat,2013,1.05585
Argentina,Wheat,2013,30.60199
Australia_NZ,Wheat,2013,130.28562
Brazil,Wheat,2013,20.87395
Canada,Wheat,2013,104.472
Central America and Caribbean,Wheat,2013,0.02926
Central Asia,Wheat,2013,174.86733
China,Wheat,2013,241.19335
Colombia,Wheat,2013,0.04927
EU-12,Wheat,2013,82.0987
EU-15,Wheat,2013,150.32301
Europe_Eastern,Wheat,2013,76.18627
Europe_Non_EU,Wheat,2013,87.25918
European Free Trade Association,Wheat,2013,1.43939
India,Wheat,2013,296.5
Japan,Wheat,2013,2.102
Mexico,Wheat,2013,6.34241
Middle East,Wheat,2013,99.53965
Pakistan,Wheat,2013,86.60077
Russia,Wheat,2013,233.7141
South Africa,Wheat,2013,5.055
South America_Northern,Wheat,2013,0.00054
South America_Southern,Wheat,2013,16.0234
South Asia,Wheat,2013,37.25851
South Korea,Wheat,2013,0.14746
Southeast Asia,Wheat,2013,1.02382
USA,Wheat,2013,183.4541
Africa_Eastern,Corn,2014,63.92308
Africa_Northern,Corn,2014,11.7922
Africa_Southern,Corn,2014,117.18528
Africa_Western,Corn,2014,185.27513
Argentina,Corn,2014,48.36655
Australia_NZ,Corn,2014,0.91921
Brazil,Corn,2014,154.32909
Canada,Corn,2014,12.46197
Central America and Caribbean,Corn,2014,24.82484
Central Asia,Corn,2014,4.7604
China,Corn,2014,371.61776
Colombia,Corn,2014,5.05751
EU-12,Corn,2014,50.96579
EU-15,Corn,2014,42.03749
Europe_Eastern,Corn,2014,52.11471
Europe_Non_EU,Corn,2014,22.22005
European Free Trade Association,Corn,2014,0.15919
India,Corn,2014,92.58
Indonesia,Corn,2014,39.33019
Japan,Corn,2014,0.24469
Mexico,Corn,2014,71.24209
Middle East,Corn,2014,4.06411
Pakistan,Corn,2014,11.42462
Russia,Corn,2014,25.99531
South Africa,Corn,2014,27.237
South America_Northern,Corn,2014,6.04881
South America_Southern,Corn,2014,25.45475
South Asia,Corn,2014,14.54758
South Korea,Corn,2014,0.31678
Southeast Asia,Corn,2014,56.07275
USA,Corn,2014,338.56747
Africa_Eastern,FiberCrop,2014,3.50453
Africa_Northern,FiberCrop,2014,1.72843
Africa_Southern,FiberCrop,2014,9.25416
Africa_Western,FiberCrop,2014,28.91468
Argentina,FiberCrop,2014,5.15721
